sentances,predictions
This expression pattern makes CD38 an interesting target for a targeted therapy aiming to deplete antibody-producing plasma cells.,"[{'This': 'O'}, {'expression': 'O'}, {'pattern': 'O'}, {'makes': 'O'}, {'CD38': 'O'}, {'an': 'O'}, {'interesting': 'O'}, {'target': 'O'}, {'for': 'O'}, {'a': 'O'}, {'targeted': 'O'}, {'therapy': 'O'}, {'aiming': 'O'}, {'to': 'O'}, {'deplete': 'O'}, {'antibody-producing': 'O'}, {'plasma': 'O'}, {'cells.': 'O'}]"
"After rituximab therapy, all the patients showed a decrease of IgG4 levels to the normal levels and positive changes evidenced by visualization techniques (computed tomography, magnetic resonance imaging).","[{'After': 'O'}, {'rituximab': 'I-Entity'}, {'therapy,': 'O'}, {'all': 'O'}, {'the': 'O'}, {'patients': 'O'}, {'showed': 'O'}, {'a': 'O'}, {'decrease': 'O'}, {'of': 'O'}, {'IgG4': 'O'}, {'levels': 'O'}, {'to': 'O'}, {'the': 'O'}, {'normal': 'O'}, {'levels': 'O'}, {'and': 'O'}, {'positive': 'O'}, {'changes': 'O'}, {'evidenced': 'O'}, {'by': 'O'}, {'visualization': 'O'}, {'techniques': 'O'}, {'(computed': 'O'}, {'tomography,': 'O'}, {'magnetic': 'O'}, {'resonance': 'O'}, {'imaging).': 'O'}]"
"New-onset systemic lupus erythematosus (SLE) during pregnancy and in the postpartum period is rare, especially when complicated with pre-eclampsia, which is difficult to diagnose accurately.","[{'New-onset': 'O'}, {'systemic': 'B-Entity'}, {'lupus': 'I-Entity'}, {'erythematosus': 'I-Entity'}, {'(SLE)': 'O'}, {'during': 'O'}, {'pregnancy': 'O'}, {'and': 'O'}, {'in': 'O'}, {'the': 'O'}, {'postpartum': 'O'}, {'period': 'O'}, {'is': 'O'}, {'rare,': 'O'}, {'especially': 'O'}, {'when': 'O'}, {'complicated': 'O'}, {'with': 'O'}, {'pre-eclampsia,': 'I-Entity'}, {'which': 'O'}, {'is': 'O'}, {'difficult': 'O'}, {'to': 'O'}, {'diagnose': 'O'}, {'accurately.': 'O'}]"
"He was eventually diagnosed with SS based on the examination results, such as inflammatory cell infiltration into the minor salivary glands and positive serum anti-SSA/Ro antibody.","[{'He': 'O'}, {'was': 'O'}, {'eventually': 'O'}, {'diagnosed': 'O'}, {'with': 'O'}, {'SS': 'I-Entity'}, {'based': 'O'}, {'on': 'O'}, {'the': 'O'}, {'examination': 'O'}, {'results,': 'O'}, {'such': 'O'}, {'as': 'O'}, {'inflammatory': 'O'}, {'cell': 'O'}, {'infiltration': 'O'}, {'into': 'O'}, {'the': 'O'}, {'minor': 'O'}, {'salivary': 'O'}, {'glands': 'O'}, {'and': 'O'}, {'positive': 'O'}, {'serum': 'O'}, {'anti-SSA/Ro': 'O'}, {'antibody.': 'O'}]"
APL was found effective in the treatment of SS dry eye.,"[{'APL': 'I-Entity'}, {'was': 'O'}, {'found': 'O'}, {'effective': 'O'}, {'in': 'O'}, {'the': 'O'}, {'treatment': 'O'}, {'of': 'O'}, {'SS': 'B-Entity'}, {'dry': 'B-Entity'}, {'eye.': 'I-Entity'}]"
"In this study, we sought to address changes in blood lymphocyte subpopulations and labial salivary gland (LSG) inflammation after belimumab treatment in patients with primary Sjogrens syndrome (pSS) and to identify predictors of response to treatment.","[{'In': 'O'}, {'this': 'O'}, {'study,': 'O'}, {'we': 'O'}, {'sought': 'O'}, {'to': 'O'}, {'address': 'O'}, {'changes': 'O'}, {'in': 'O'}, {'blood': 'O'}, {'lymphocyte': 'O'}, {'subpopulations': 'O'}, {'and': 'O'}, {'labial': 'O'}, {'salivary': 'O'}, {'gland': 'O'}, {'(LSG)': 'O'}, {'inflammation': 'I-Entity'}, {'after': 'O'}, {'belimumab': 'I-Entity'}, {'treatment': 'O'}, {'in': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'(pSS)': 'O'}, {'and': 'O'}, {'to': 'O'}, {'identify': 'O'}, {'predictors': 'O'}, {'of': 'O'}, {'response': 'O'}, {'to': 'O'}, {'treatment.': 'O'}]"
The increase in systolic-diastolic ratio significantly correlates with neuropsychological impairment.,"[{'The': 'O'}, {'increase': 'O'}, {'in': 'O'}, {'systolic-diastolic': 'O'}, {'ratio': 'O'}, {'significantly': 'O'}, {'correlates': 'O'}, {'with': 'O'}, {'neuropsychological': 'B-Entity'}, {'impairment.': 'I-Entity'}]"
"Furthermore, although inclusion body myositis has a low prevalence, it is the most common inflammatory myopathy in older adults and is unfortunately associated with long delays in diagnosis, so knowledge of this disorder is also crucial for practicing internists.Stanford, CA, USA.","[{'Furthermore,': 'O'}, {'although': 'O'}, {'inclusion': 'B-Entity'}, {'body': 'I-Entity'}, {'myositis': 'I-Entity'}, {'has': 'O'}, {'a': 'O'}, {'low': 'O'}, {'prevalence,': 'O'}, {'it': 'O'}, {'is': 'O'}, {'the': 'O'}, {'most': 'O'}, {'common': 'O'}, {'inflammatory': 'B-Entity'}, {'myopathy': 'I-Entity'}, {'in': 'O'}, {'older': 'O'}, {'adults': 'O'}, {'and': 'O'}, {'is': 'O'}, {'unfortunately': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'long': 'O'}, {'delays': 'O'}, {'in': 'O'}, {'diagnosis,': 'O'}, {'so': 'O'}, {'knowledge': 'O'}, {'of': 'O'}, {'this': 'O'}, {'disorder': 'O'}, {'is': 'O'}, {'also': 'O'}, {'crucial': 'O'}, {'for': 'O'}, {'practicing': 'O'}, {'internists.Stanford,': 'O'}, {'CA,': 'O'}, {'USA.': 'O'}]"
We report 6 patients with an established diagnosis of primary Sjogren syndrome who developed severe rheumatoid arthritis (RA) requiring oral disease-modifying antirheumatic drug with or without biologic therapy.,"[{'We': 'O'}, {'report': 'O'}, {'6': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'an': 'O'}, {'established': 'O'}, {'diagnosis': 'O'}, {'of': 'O'}, {'primary': 'B-Entity'}, {'Sjogren': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'who': 'O'}, {'developed': 'O'}, {'severe': 'O'}, {'rheumatoid': 'B-Entity'}, {'arthritis': 'I-Entity'}, {'(RA)': 'O'}, {'requiring': 'O'}, {'oral': 'O'}, {'disease-modifying': 'O'}, {'antirheumatic': 'O'}, {'drug': 'O'}, {'with': 'O'}, {'or': 'O'}, {'without': 'O'}, {'biologic': 'O'}, {'therapy.': 'O'}]"
"All clinical and laboratory data were follow-up cumulative data, except for anti-Ku antibodies.","[{'All': 'O'}, {'clinical': 'O'}, {'and': 'O'}, {'laboratory': 'O'}, {'data': 'O'}, {'were': 'O'}, {'follow-up': 'O'}, {'cumulative': 'O'}, {'data,': 'O'}, {'except': 'O'}, {'for': 'O'}, {'anti-Ku': 'O'}, {'antibodies.': 'O'}]"
"Both of the diseases have vague and nonspecific symptoms, causing difficulties for the clinicians to distinguish between the two diseases.","[{'Both': 'O'}, {'of': 'O'}, {'the': 'O'}, {'diseases': 'O'}, {'have': 'O'}, {'vague': 'O'}, {'and': 'O'}, {'nonspecific': 'O'}, {'symptoms,': 'O'}, {'causing': 'O'}, {'difficulties': 'O'}, {'for': 'O'}, {'the': 'O'}, {'clinicians': 'O'}, {'to': 'O'}, {'distinguish': 'O'}, {'between': 'O'}, {'the': 'O'}, {'two': 'O'}, {'diseases.': 'O'}]"
"Salivary epidermal growth factor (EGF) is considered an important cytoprotective factor against injuries, and it contributes to wound healing in the oral cavity.","[{'Salivary': 'O'}, {'epidermal': 'O'}, {'growth': 'O'}, {'factor': 'O'}, {'(EGF)': 'O'}, {'is': 'O'}, {'considered': 'O'}, {'an': 'O'}, {'important': 'O'}, {'cytoprotective': 'O'}, {'factor': 'O'}, {'against': 'O'}, {'injuries,': 'I-Entity'}, {'and': 'O'}, {'it': 'O'}, {'contributes': 'O'}, {'to': 'O'}, {'wound': 'O'}, {'healing': 'O'}, {'in': 'O'}, {'the': 'O'}, {'oral': 'O'}, {'cavity.': 'O'}]"
"Importantly, ITPR3, a key component of calcium signaling in epithelial cells, that has previously shown to be downregulated in SS SG, was directly targeted and downregulated by miR-1248, inducing the same functional calcium signaling changes as observed in SS SGs.","[{'Importantly,': 'O'}, {'ITPR3,': 'O'}, {'a': 'O'}, {'key': 'O'}, {'component': 'O'}, {'of': 'O'}, {'calcium': 'I-Entity'}, {'signaling': 'O'}, {'in': 'O'}, {'epithelial': 'O'}, {'cells,': 'O'}, {'that': 'O'}, {'has': 'O'}, {'previously': 'O'}, {'shown': 'O'}, {'to': 'O'}, {'be': 'O'}, {'downregulated': 'O'}, {'in': 'O'}, {'SS': 'O'}, {'SG,': 'O'}, {'was': 'O'}, {'directly': 'O'}, {'targeted': 'O'}, {'and': 'O'}, {'downregulated': 'O'}, {'by': 'O'}, {'miR-1248,': 'O'}, {'inducing': 'O'}, {'the': 'O'}, {'same': 'O'}, {'functional': 'O'}, {'calcium': 'I-Entity'}, {'signaling': 'O'}, {'changes': 'O'}, {'as': 'O'}, {'observed': 'O'}, {'in': 'O'}, {'SS': 'O'}]"
Ten patients with pSS were reassessed after 3.1‚Äö√Ñ√¢years (1.7-4.7); none developed large fiber neuropathy linked to pSS.,"[{'Ten': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'pSS': 'I-Entity'}, {'were': 'O'}, {'reassessed': 'O'}, {'after': 'O'}, {'3.1‚Äö√Ñ√¢years': 'O'}, {'(1.7-4.7);': 'O'}, {'none': 'O'}, {'developed': 'O'}, {'large': 'O'}, {'fiber': 'O'}, {'neuropathy': 'I-Entity'}, {'linked': 'O'}, {'to': 'O'}, {'pSS.': 'I-Entity'}]"
"In RA and SLE, HCQ is preferred because of the lower incidence of gastrointestinal adverse reactions compared with CQ and it might have a lower risk of ocular adverse reactions.","[{'In': 'O'}, {'RA': 'I-Entity'}, {'and': 'O'}, {'SLE,': 'I-Entity'}, {'HCQ': 'I-Entity'}, {'is': 'O'}, {'preferred': 'O'}, {'because': 'O'}, {'of': 'O'}, {'the': 'O'}, {'lower': 'O'}, {'incidence': 'O'}, {'of': 'O'}, {'gastrointestinal': 'B-Entity'}, {'adverse': 'I-Entity'}, {'reactions': 'O'}, {'compared': 'O'}, {'with': 'O'}, {'CQ': 'I-Entity'}, {'and': 'O'}, {'it': 'O'}, {'might': 'O'}, {'have': 'O'}, {'a': 'O'}, {'lower': 'O'}, {'risk': 'O'}, {'of': 'O'}, {'ocular': 'B-Entity'}, {'adverse': 'I-Entity'}, {'reactions.': 'O'}]"
"In fact, the involvement of lacrimal and salivary glands results in the typical features of dry eye and salivary dysfunction (xerostomia).","[{'In': 'O'}, {'fact,': 'O'}, {'the': 'O'}, {'involvement': 'O'}, {'of': 'O'}, {'lacrimal': 'O'}, {'and': 'O'}, {'salivary': 'O'}, {'glands': 'O'}, {'results': 'O'}, {'in': 'O'}, {'the': 'O'}, {'typical': 'O'}, {'features': 'O'}, {'of': 'O'}, {'dry': 'B-Entity'}, {'eye': 'I-Entity'}, {'and': 'O'}, {'salivary': 'B-Entity'}, {'dysfunction': 'I-Entity'}, {'(xerostomia).': 'O'}]"
The MIECA and the mean N/C ratios were worse in dry eye subjects compared to controls both in impression cytology and in vivo confocal microscopy (p<0.0001) with no significant differences between these parameters when the two examination techniques were compared.,"[{'The': 'O'}, {'MIECA': 'O'}, {'and': 'O'}, {'the': 'O'}, {'mean': 'O'}, {'N/C': 'O'}, {'ratios': 'O'}, {'were': 'O'}, {'worse': 'O'}, {'in': 'O'}, {'dry': 'B-Entity'}, {'eye': 'I-Entity'}, {'subjects': 'O'}, {'compared': 'O'}, {'to': 'O'}, {'controls': 'O'}, {'both': 'O'}, {'in': 'O'}, {'impression': 'O'}, {'cytology': 'O'}, {'and': 'O'}, {'in': 'O'}, {'vivo': 'O'}, {'confocal': 'O'}, {'microscopy': 'O'}, {'(p<0.0001)': 'O'}, {'with': 'O'}, {'no': 'O'}, {'significant': 'O'}, {'differences': 'O'}, {'between': 'O'}, {'these': 'O'}, {'parameters': 'O'}, {'when': 'O'}, {'the': 'O'}, {'two': 'O'}, {'examination': 'O'}, {'techniques': 'O'}, {'were': 'O'}, {'compared.': 'O'}]"
The coincidence of systemic autoimmune diseases and pregnancy may modify the outcome of the disease and the pregnancy due to the background immunologic and hormonal processes.,"[{'The': 'O'}, {'coincidence': 'O'}, {'of': 'O'}, {'systemic': 'B-Entity'}, {'autoimmune': 'B-Entity'}, {'diseases': 'I-Entity'}, {'and': 'O'}, {'pregnancy': 'O'}, {'may': 'O'}, {'modify': 'O'}, {'the': 'O'}, {'outcome': 'O'}, {'of': 'O'}, {'the': 'O'}, {'disease': 'O'}, {'and': 'O'}, {'the': 'O'}, {'pregnancy': 'O'}, {'due': 'O'}, {'to': 'O'}, {'the': 'O'}, {'background': 'O'}, {'immunologic': 'O'}, {'and': 'O'}, {'hormonal': 'O'}, {'processes.': 'O'}]"
The role of recombinant IL-34 on isolated peripheral blood mononuclear cells was also evaluated.,"[{'The': 'O'}, {'role': 'O'}, {'of': 'O'}, {'recombinant': 'O'}, {'IL-34': 'O'}, {'on': 'O'}, {'isolated': 'O'}, {'peripheral': 'O'}, {'blood': 'O'}, {'mononuclear': 'O'}, {'cells': 'O'}, {'was': 'O'}, {'also': 'O'}, {'evaluated.': 'O'}]"
Diagnosis of pSS is challenging even in tertiary care centers as patients present with myriad features to several specialties.,"[{'Diagnosis': 'O'}, {'of': 'O'}, {'pSS': 'I-Entity'}, {'is': 'O'}, {'challenging': 'O'}, {'even': 'O'}, {'in': 'O'}, {'tertiary': 'O'}, {'care': 'O'}, {'centers': 'O'}, {'as': 'O'}, {'patients': 'O'}, {'present': 'O'}, {'with': 'O'}, {'myriad': 'O'}, {'features': 'O'}, {'to': 'O'}, {'several': 'O'}, {'specialties.': 'O'}]"
Lower levels of pro-inflammatory cytokines indicate a beneficial effect of oral steroids in this patient group.Norway.,"[{'Lower': 'O'}, {'levels': 'O'}, {'of': 'O'}, {'pro-inflammatory': 'O'}, {'cytokines': 'O'}, {'indicate': 'O'}, {'a': 'O'}, {'beneficial': 'O'}, {'effect': 'O'}, {'of': 'O'}, {'oral': 'O'}, {'steroids': 'I-Entity'}, {'in': 'O'}, {'this': 'O'}, {'patient': 'O'}, {'group.Norway.': 'O'}]"
"5 out of the 11 patients had been diagnosed with an autoimmune disease, namely rheumatoid arthritis (RA), Sjogren's syndrome (SS) and antiphospholipid syndrome (APS).","[{'5': 'O'}, {'out': 'O'}, {'of': 'O'}, {'the': 'O'}, {'11': 'O'}, {'patients': 'O'}, {'had': 'O'}, {'been': 'O'}, {'diagnosed': 'O'}, {'with': 'O'}, {'an': 'O'}, {'autoimmune': 'B-Entity'}, {'disease,': 'I-Entity'}, {'namely': 'O'}, {'rheumatoid': 'B-Entity'}, {'arthritis': 'I-Entity'}, {'(RA),': 'O'}, {""Sjogren's"": 'B-Entity'}, {'syndrome': 'I-Entity'}, {'(SS)': 'O'}, {'and': 'O'}, {'antiphospholipid': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'(APS).': 'O'}]"
"Sjogren's syndrome (SS) is characterized by infiltration of exocrine glands with T and B lymphocytes, leading to glandular dysfunction and frequently accompanied by hypergammaglobulinemia and autoantibodies.","[{""Sjogren's"": 'B-Entity'}, {'syndrome': 'I-Entity'}, {'(SS)': 'O'}, {'is': 'O'}, {'characterized': 'O'}, {'by': 'O'}, {'infiltration': 'O'}, {'of': 'O'}, {'exocrine': 'O'}, {'glands': 'O'}, {'with': 'O'}, {'T': 'O'}, {'and': 'O'}, {'B': 'O'}, {'lymphocytes,': 'O'}, {'leading': 'O'}, {'to': 'O'}, {'glandular': 'B-Entity'}, {'dysfunction': 'I-Entity'}, {'and': 'O'}, {'frequently': 'O'}, {'accompanied': 'O'}, {'by': 'O'}, {'hypergammaglobulinemia': 'I-Entity'}, {'and': 'O'}, {'autoantibodies.': 'O'}]"
Mucus plugs and debris were removed with irrigation or with a forceps if necessary.,"[{'Mucus': 'O'}, {'plugs': 'O'}, {'and': 'O'}, {'debris': 'O'}, {'were': 'O'}, {'removed': 'O'}, {'with': 'O'}, {'irrigation': 'O'}, {'or': 'O'}, {'with': 'O'}, {'a': 'O'}, {'forceps': 'O'}, {'if': 'O'}, {'necessary.': 'O'}]"
We report a case of aortic stenosis (AS) associated with SS in an elderly patient.,"[{'We': 'O'}, {'report': 'O'}, {'a': 'O'}, {'case': 'O'}, {'of': 'O'}, {'aortic': 'B-Entity'}, {'stenosis': 'I-Entity'}, {'(AS)': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'SS': 'I-Entity'}, {'in': 'O'}, {'an': 'O'}, {'elderly': 'O'}, {'patient.': 'O'}]"
"We found leukocytosis, azygos fissure on chest X-ray along with normal pulmonary function tests and arterial blood gases.","[{'We': 'O'}, {'found': 'O'}, {'leukocytosis,': 'I-Entity'}, {'azygos': 'B-Entity'}, {'fissure': 'I-Entity'}, {'on': 'O'}, {'chest': 'O'}, {'X-ray': 'O'}, {'along': 'O'}, {'with': 'O'}, {'normal': 'O'}, {'pulmonary': 'O'}, {'function': 'O'}, {'tests': 'O'}, {'and': 'O'}, {'arterial': 'O'}, {'blood': 'O'}, {'gases.': 'O'}]"
"Sjogrens syndrome is an autoimmune disease which targets the salivary and lacrimal glands in particular, causing sicca syndrome.","[{'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'is': 'O'}, {'an': 'O'}, {'autoimmune': 'B-Entity'}, {'disease': 'I-Entity'}, {'which': 'O'}, {'targets': 'O'}, {'the': 'O'}, {'salivary': 'O'}, {'and': 'O'}, {'lacrimal': 'O'}, {'glands': 'O'}, {'in': 'O'}, {'particular,': 'O'}, {'causing': 'O'}, {'sicca': 'B-Entity'}, {'syndrome.': 'I-Entity'}]"
The quadrivariate Disease Activity Score- 28 (DAS28) was used for measuring disease activity.,"[{'The': 'O'}, {'quadrivariate': 'O'}, {'Disease': 'O'}, {'Activity': 'O'}, {'Score-': 'O'}, {'28': 'O'}, {'(DAS28)': 'O'}, {'was': 'O'}, {'used': 'O'}, {'for': 'O'}, {'measuring': 'O'}, {'disease': 'O'}, {'activity.': 'O'}]"
"For 790 patients from two large prospective cohorts, ESSDAI, physician evaluation of disease activity, ESSPRI and patients' satisfaction with their current health status were recorded.","[{'For': 'O'}, {'790': 'O'}, {'patients': 'O'}, {'from': 'O'}, {'two': 'O'}, {'large': 'O'}, {'prospective': 'O'}, {'cohorts,': 'O'}, {'ESSDAI,': 'O'}, {'physician': 'O'}, {'evaluation': 'O'}, {'of': 'O'}, {'disease': 'O'}, {'activity,': 'O'}, {'ESSPRI': 'O'}, {'and': 'O'}, {""patients'"": 'O'}, {'satisfaction': 'O'}, {'with': 'O'}, {'their': 'O'}, {'current': 'O'}, {'health': 'O'}, {'status': 'O'}, {'were': 'O'}, {'recorded.': 'O'}]"
"The present review of the MSGB using strict focus scoring guidelines yielded 95.4% sensitivity, 76.4% specificity, 63.6% PPV, and 97.5% NPV.","[{'The': 'O'}, {'present': 'O'}, {'review': 'O'}, {'of': 'O'}, {'the': 'O'}, {'MSGB': 'O'}, {'using': 'O'}, {'strict': 'O'}, {'focus': 'O'}, {'scoring': 'O'}, {'guidelines': 'O'}, {'yielded': 'O'}, {'95.4%': 'O'}, {'sensitivity,': 'O'}, {'76.4%': 'O'}, {'specificity,': 'O'}, {'63.6%': 'O'}, {'PPV,': 'O'}, {'and': 'O'}, {'97.5%': 'O'}, {'NPV.': 'O'}]"
"The primary end point was the proportion of patients achieving a 30% reduction in either fatigue or oral dryness at 48 weeks, as measured by visual analog scale.","[{'The': 'O'}, {'primary': 'O'}, {'end': 'O'}, {'point': 'O'}, {'was': 'O'}, {'the': 'O'}, {'proportion': 'O'}, {'of': 'O'}, {'patients': 'O'}, {'achieving': 'O'}, {'a': 'O'}, {'30%': 'O'}, {'reduction': 'O'}, {'in': 'O'}, {'either': 'O'}, {'fatigue': 'I-Entity'}, {'or': 'O'}, {'oral': 'B-Entity'}, {'dryness': 'I-Entity'}, {'at': 'O'}, {'48': 'O'}, {'weeks,': 'O'}, {'as': 'O'}, {'measured': 'O'}, {'by': 'O'}, {'visual': 'O'}, {'analog': 'O'}, {'scale.': 'O'}]"
"Mice cannulated with the Ad5-IL17R:Fc viral vector at either 7 or 16 weeks of age exhibited a rapid temporal, yet persistent, decrease in the levels of serum IL17 as well as the overall numbers of CD4+IL17+T cells present in their spleens.","[{'Mice': 'O'}, {'cannulated': 'O'}, {'with': 'O'}, {'the': 'O'}, {'Ad5-IL17R:Fc': 'O'}, {'viral': 'O'}, {'vector': 'O'}, {'at': 'O'}, {'either': 'O'}, {'7': 'O'}, {'or': 'O'}, {'16': 'O'}, {'weeks': 'O'}, {'of': 'O'}, {'age': 'O'}, {'exhibited': 'O'}, {'a': 'O'}, {'rapid': 'O'}, {'temporal,': 'O'}, {'yet': 'O'}, {'persistent,': 'O'}, {'decrease': 'O'}, {'in': 'O'}, {'the': 'O'}, {'levels': 'O'}, {'of': 'O'}, {'serum': 'O'}, {'IL17': 'O'}, {'as': 'O'}, {'well': 'O'}, {'as': 'O'}, {'the': 'O'}, {'overall': 'O'}, {'numbers': 'O'}, {'of': 'O'}, {'CD4+IL17+T': 'O'}, {'cells': 'O'}, {'present': 'O'}, {'in': 'O'}, {'their': 'O'}, {'spleens.': 'O'}]"
The ability to both understand the information and to perceive the information as sufficient were significantly higher when someone trained in paediatric cardiology gave the information.,"[{'The': 'O'}, {'ability': 'O'}, {'to': 'O'}, {'both': 'O'}, {'understand': 'O'}, {'the': 'O'}, {'information': 'O'}, {'and': 'O'}, {'to': 'O'}, {'perceive': 'O'}, {'the': 'O'}, {'information': 'O'}, {'as': 'O'}, {'sufficient': 'O'}, {'were': 'O'}, {'significantly': 'O'}, {'higher': 'O'}, {'when': 'O'}, {'someone': 'O'}, {'trained': 'O'}, {'in': 'O'}, {'paediatric': 'O'}, {'cardiology': 'O'}, {'gave': 'O'}, {'the': 'O'}, {'information.': 'O'}]"
One-hundred and ninety-three patients and 70 SNPs in 11 genes were available for analysis after quality control.,"[{'One-hundred': 'O'}, {'and': 'O'}, {'ninety-three': 'O'}, {'patients': 'O'}, {'and': 'O'}, {'70': 'O'}, {'SNPs': 'O'}, {'in': 'O'}, {'11': 'O'}, {'genes': 'O'}, {'were': 'O'}, {'available': 'O'}, {'for': 'O'}, {'analysis': 'O'}, {'after': 'O'}, {'quality': 'O'}, {'control.': 'O'}]"
"In 105 pSS patients (mean age 51.34 years, mean disease duration 5.98 years), 52 RA patients (mean age 51.37 years, mean disease duration 8.10 years) and 54 HC (mean age 51.35 years) clinical and sociodemographic characteristics were determined and results analyzed.","[{'In': 'O'}, {'105': 'O'}, {'pSS': 'I-Entity'}, {'patients': 'O'}, {'(mean': 'O'}, {'age': 'O'}, {'51.34': 'O'}, {'years,': 'O'}, {'mean': 'O'}, {'disease': 'O'}, {'duration': 'O'}, {'5.98': 'O'}, {'years),': 'O'}, {'52': 'O'}, {'RA': 'I-Entity'}, {'patients': 'O'}, {'(mean': 'O'}, {'age': 'O'}, {'51.37': 'O'}, {'years,': 'O'}, {'mean': 'O'}, {'disease': 'O'}, {'duration': 'O'}, {'8.10': 'O'}, {'years)': 'O'}, {'and': 'O'}, {'54': 'O'}, {'HC': 'O'}, {'(mean': 'O'}, {'age': 'O'}, {'51.35': 'O'}, {'years)': 'O'}, {'clinical': 'O'}, {'and': 'O'}, {'sociodemographic': 'O'}, {'characteristics': 'O'}, {'were': 'O'}, {'determined': 'O'}, {'and': 'O'}]"
There was no history of dry eyes or dry mouth.,"[{'There': 'O'}, {'was': 'O'}, {'no': 'O'}, {'history': 'O'}, {'of': 'O'}, {'dry': 'B-Entity'}, {'eyes': 'I-Entity'}, {'or': 'O'}, {'dry': 'B-Entity'}, {'mouth.': 'I-Entity'}]"
Poly(I:C) treatment significantly upregulated the expression of multiple chemokines within the submandibular glands.,"[{'Poly(I:C)': 'B-Entity'}, {'treatment': 'O'}, {'significantly': 'O'}, {'upregulated': 'O'}, {'the': 'O'}, {'expression': 'O'}, {'of': 'O'}, {'multiple': 'O'}, {'chemokines': 'O'}, {'within': 'O'}, {'the': 'O'}, {'submandibular': 'O'}, {'glands.': 'O'}]"
"IL7R≈í¬± cells strongly correlated with the lymphocytic focus score, IL-7 expression, the decrease in percentage of IgA plasma cells and numbers of CD3 T cells, CD20 B cells, and CD1a and CD208 myeloid dendritic cells.","[{'IL7R≈í¬±': 'O'}, {'cells': 'O'}, {'strongly': 'O'}, {'correlated': 'O'}, {'with': 'O'}, {'the': 'O'}, {'lymphocytic': 'O'}, {'focus': 'O'}, {'score,': 'O'}, {'IL-7': 'O'}, {'expression,': 'O'}, {'the': 'O'}, {'decrease': 'O'}, {'in': 'O'}, {'percentage': 'O'}, {'of': 'O'}, {'IgA': 'O'}, {'plasma': 'O'}, {'cells': 'O'}, {'and': 'O'}, {'numbers': 'O'}, {'of': 'O'}, {'CD3': 'O'}, {'T': 'O'}, {'cells,': 'O'}, {'CD20': 'O'}, {'B': 'O'}, {'cells,': 'O'}, {'and': 'O'}, {'CD1a': 'O'}, {'and': 'O'}, {'CD208': 'O'}, {'myeloid': 'O'}]"
"At 31 years of age, she was diagnosed with multiple sclerosis because of optic neuritis and myelitis.","[{'At': 'O'}, {'31': 'O'}, {'years': 'O'}, {'of': 'O'}, {'age,': 'O'}, {'she': 'O'}, {'was': 'O'}, {'diagnosed': 'O'}, {'with': 'O'}, {'multiple': 'B-Entity'}, {'sclerosis': 'I-Entity'}, {'because': 'O'}, {'of': 'O'}, {'optic': 'B-Entity'}, {'neuritis': 'I-Entity'}, {'and': 'O'}, {'myelitis.': 'I-Entity'}]"
"Autonomic signs and symptoms in SS are potentially immunoresponsive, but immunotherapy in these patients may require repeated, ongoing, or adjunctive therapy for optimal and sustained improvement.steroid drops post routine cataract extraction.","[{'Autonomic': 'O'}, {'signs': 'O'}, {'and': 'O'}, {'symptoms': 'O'}, {'in': 'O'}, {'SS': 'I-Entity'}, {'are': 'O'}, {'potentially': 'O'}, {'immunoresponsive,': 'O'}, {'but': 'O'}, {'immunotherapy': 'O'}, {'in': 'O'}, {'these': 'O'}, {'patients': 'O'}, {'may': 'O'}, {'require': 'O'}, {'repeated,': 'O'}, {'ongoing,': 'O'}, {'or': 'O'}, {'adjunctive': 'O'}, {'therapy': 'O'}, {'for': 'O'}, {'optimal': 'O'}, {'and': 'O'}, {'sustained': 'O'}, {'improvement.steroid': 'O'}, {'drops': 'O'}, {'post': 'O'}, {'routine': 'O'}, {'cataract': 'I-Entity'}, {'extraction.': 'O'}]"
