sentances,predictions
"The renal prognosis in patients with pSS is usually favorable, but renal failure may occur.","[{'The': 'O'}, {'renal': 'O'}, {'prognosis': 'O'}, {'in': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'pSS': 'I-Entity'}, {'is': 'O'}, {'usually': 'O'}, {'favorable,': 'O'}, {'but': 'O'}, {'renal': 'B-Entity'}, {'failure': 'I-Entity'}, {'may': 'O'}, {'occur.': 'O'}]"
"Anti-SSA/Ro antibodies have been rarely described in cases of pulmonary disease, and less so in pulmonary hypertension.","[{'Anti-SSA/Ro': 'O'}, {'antibodies': 'O'}, {'have': 'O'}, {'been': 'O'}, {'rarely': 'O'}, {'described': 'O'}, {'in': 'O'}, {'cases': 'O'}, {'of': 'O'}, {'pulmonary': 'B-Entity'}, {'disease,': 'I-Entity'}, {'and': 'O'}, {'less': 'O'}, {'so': 'O'}, {'in': 'O'}, {'pulmonary': 'B-Entity'}, {'hypertension.': 'I-Entity'}]"
"The patient was admitted due to dyspnea, fever, polyarthralgia, and generalized edema.","[{'The': 'O'}, {'patient': 'O'}, {'was': 'O'}, {'admitted': 'O'}, {'due': 'O'}, {'to': 'O'}, {'dyspnea,': 'I-Entity'}, {'fever,': 'I-Entity'}, {'polyarthralgia,': 'I-Entity'}, {'and': 'O'}, {'generalized': 'O'}, {'edema.': 'I-Entity'}]"
"To compare concentrations of tear cytokines in 3 groups composed of Sjogren syndrome (SS) dry eye, non-Sjogren syndrome (non-SS) dry eye, and normal subjects.","[{'To': 'O'}, {'compare': 'O'}, {'concentrations': 'O'}, {'of': 'O'}, {'tear': 'O'}, {'cytokines': 'O'}, {'in': 'O'}, {'3': 'O'}, {'groups': 'O'}, {'composed': 'O'}, {'of': 'O'}, {'Sjogren': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'(SS)': 'O'}, {'dry': 'B-Entity'}, {'eye,': 'I-Entity'}, {'non-Sjogren': 'O'}, {'syndrome': 'I-Entity'}, {'(non-SS)': 'O'}, {'dry': 'B-Entity'}, {'eye,': 'I-Entity'}, {'and': 'O'}, {'normal': 'O'}, {'subjects.': 'O'}]"
"Awareness of this potential association as well as cognizance of its imaging findings can help for making a more accurate and prompt earlier diagnosis of the underlying disease changing also the therapeutic approach.72076, Tuebingen, Germany.","[{'Awareness': 'O'}, {'of': 'O'}, {'this': 'O'}, {'potential': 'O'}, {'association': 'O'}, {'as': 'O'}, {'well': 'O'}, {'as': 'O'}, {'cognizance': 'O'}, {'of': 'O'}, {'its': 'O'}, {'imaging': 'O'}, {'findings': 'O'}, {'can': 'O'}, {'help': 'O'}, {'for': 'O'}, {'making': 'O'}, {'a': 'O'}, {'more': 'O'}, {'accurate': 'O'}, {'and': 'O'}, {'prompt': 'O'}, {'earlier': 'O'}, {'diagnosis': 'O'}, {'of': 'O'}, {'the': 'O'}, {'underlying': 'O'}, {'disease': 'O'}, {'changing': 'O'}, {'also': 'O'}, {'the': 'O'}, {'therapeutic': 'O'}, {'approach.72076,': 'O'}, {'Tuebingen,': 'O'}, {'Germany.': 'O'}]"
"Using 5‚Äö√Ñ√¢mm(2) ROIs significantly higher DWI SIRs were noted in participants with Sjogrens syndrome compared with either participants with dry mouth without Sjogrens syndrome or healthy volunteers (all, P <0.001).","[{'Using': 'O'}, {'5‚Äö√Ñ√¢mm(2)': 'O'}, {'ROIs': 'O'}, {'significantly': 'O'}, {'higher': 'O'}, {'DWI': 'O'}, {'SIRs': 'O'}, {'were': 'O'}, {'noted': 'O'}, {'in': 'O'}, {'participants': 'O'}, {'with': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'compared': 'O'}, {'with': 'O'}, {'either': 'O'}, {'participants': 'O'}, {'with': 'O'}, {'dry': 'B-Entity'}, {'mouth': 'I-Entity'}, {'without': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'or': 'O'}, {'healthy': 'O'}, {'volunteers': 'O'}, {'(all,': 'O'}]"
Dry eye is a common problem in Ophthalmology and may occur for many reasons including Sjogren's syndrome (SS).,"[{'Dry': 'B-Entity'}, {'eye': 'I-Entity'}, {'is': 'O'}, {'a': 'O'}, {'common': 'O'}, {'problem': 'O'}, {'in': 'O'}, {'Ophthalmology': 'O'}, {'and': 'O'}, {'may': 'O'}, {'occur': 'O'}, {'for': 'O'}, {'many': 'O'}, {'reasons': 'O'}, {'including': 'O'}, {""Sjogren's"": 'B-Entity'}, {'syndrome': 'I-Entity'}, {'(SS).': 'O'}]"
The median time from initial pSS symptom onset to the DLBCL diagnosis was 20.5¬¨‚Ä†years and the median time from the pSS diagnosis until the DLBCL diagnosis was 14¬¨‚Ä†years.,"[{'The': 'O'}, {'median': 'O'}, {'time': 'O'}, {'from': 'O'}, {'initial': 'O'}, {'pSS': 'O'}, {'symptom': 'O'}, {'onset': 'O'}, {'to': 'O'}, {'the': 'O'}, {'DLBCL': 'I-Entity'}, {'diagnosis': 'O'}, {'was': 'O'}, {'20.5¬¨‚Ä†years': 'O'}, {'and': 'O'}, {'the': 'O'}, {'median': 'O'}, {'time': 'O'}, {'from': 'O'}, {'the': 'O'}, {'pSS': 'O'}, {'diagnosis': 'O'}, {'until': 'O'}, {'the': 'O'}, {'DLBCL': 'I-Entity'}, {'diagnosis': 'O'}, {'was': 'O'}, {'14¬¨‚Ä†years.': 'O'}]"
"Systemic sclerosis (SSc; scleroderma) is associated with decreased saliva production and interincisal distance, more missing teeth, and periodontal disease.","[{'Systemic': 'B-Entity'}, {'sclerosis': 'I-Entity'}, {'(SSc;': 'O'}, {'scleroderma)': 'I-Entity'}, {'is': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'decreased': 'O'}, {'saliva': 'O'}, {'production': 'O'}, {'and': 'O'}, {'interincisal': 'O'}, {'distance,': 'O'}, {'more': 'O'}, {'missing': 'B-Entity'}, {'teeth,': 'I-Entity'}, {'and': 'O'}, {'periodontal': 'B-Entity'}, {'disease.': 'I-Entity'}]"
"Anti-Ma2/Ta antibodies are rare paraneoplastic antibodies, which are mostly associated with limbic encephalitis in male patients with testicular cancer.","[{'Anti-Ma2/Ta': 'O'}, {'antibodies': 'O'}, {'are': 'O'}, {'rare': 'O'}, {'paraneoplastic': 'O'}, {'antibodies,': 'O'}, {'which': 'O'}, {'are': 'O'}, {'mostly': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'limbic': 'B-Entity'}, {'encephalitis': 'I-Entity'}, {'in': 'O'}, {'male': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'testicular': 'B-Entity'}, {'cancer.': 'I-Entity'}]"
We examined the stiffness in parotid and submandibular glands of 23 patients diagnosed with SS and 20 healthy volunteers.,"[{'We': 'O'}, {'examined': 'O'}, {'the': 'O'}, {'stiffness': 'I-Entity'}, {'in': 'O'}, {'parotid': 'O'}, {'and': 'O'}, {'submandibular': 'O'}, {'glands': 'O'}, {'of': 'O'}, {'23': 'O'}, {'patients': 'O'}, {'diagnosed': 'O'}, {'with': 'O'}, {'SS': 'I-Entity'}, {'and': 'O'}, {'20': 'O'}, {'healthy': 'O'}, {'volunteers.': 'O'}]"
"This disease predominantly affects middle-aged women, but can also be observed in children, men and the elderly.","[{'This': 'O'}, {'disease': 'O'}, {'predominantly': 'O'}, {'affects': 'O'}, {'middle-aged': 'O'}, {'women,': 'O'}, {'but': 'O'}, {'can': 'O'}, {'also': 'O'}, {'be': 'O'}, {'observed': 'O'}, {'in': 'O'}, {'children,': 'O'}, {'men': 'O'}, {'and': 'O'}, {'the': 'O'}, {'elderly.': 'O'}]"
"Fifty percent (n = 8) of the patients with PsA had at least two or more abnormal CAN parasympathetic dysfunction; of these, 18.75% (n = 3) of the patients had abnormal parasympathetic and sympathetic dysfunction, 68.7% (n = 11) and 25% (n = 4) of the patients had at least one abnormal parasympathetic and sympathetic parameters, respectively, and 37.5% (n = 6) of the patients had moderate sudomotor dysfunction.","[{'Fifty': 'O'}, {'percent': 'O'}, {'(n': 'O'}, {'=': 'O'}, {'8)': 'O'}, {'of': 'O'}, {'the': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'PsA': 'I-Entity'}, {'had': 'O'}, {'at': 'O'}, {'least': 'O'}, {'two': 'O'}, {'or': 'O'}, {'more': 'O'}, {'abnormal': 'O'}, {'CAN': 'O'}, {'parasympathetic': 'O'}, {'dysfunction;': 'O'}, {'of': 'O'}, {'these,': 'O'}, {'18.75%': 'O'}, {'(n': 'O'}, {'=': 'O'}, {'3)': 'O'}, {'of': 'O'}, {'the': 'O'}, {'patients': 'O'}, {'had': 'O'}, {'abnormal': 'O'}, {'parasympathetic': 'I-Entity'}, {'and': 'I-Entity'}, {'sympathetic': 'I-Entity'}, {'dysfunction,': 'I-Entity'}, {'68.7%': 'O'}]"
Studies on animal models have reaffirmed that hCG treatment mimics the benefits of pregnancy.,"[{'Studies': 'O'}, {'on': 'O'}, {'animal': 'O'}, {'models': 'O'}, {'have': 'O'}, {'reaffirmed': 'O'}, {'that': 'O'}, {'hCG': 'O'}, {'treatment': 'O'}, {'mimics': 'O'}, {'the': 'O'}, {'benefits': 'O'}, {'of': 'O'}, {'pregnancy.': 'O'}]"
"Sjogren syndrome (SS), although commonly associated with xerostomia and xerophthalmia, can present with extraglandular manifestations that make definitive diagnosis difficult.","[{'Sjogren': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'(SS),': 'O'}, {'although': 'O'}, {'commonly': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'xerostomia': 'I-Entity'}, {'and': 'O'}, {'xerophthalmia,': 'I-Entity'}, {'can': 'O'}, {'present': 'O'}, {'with': 'O'}, {'extraglandular': 'O'}, {'manifestations': 'O'}, {'that': 'O'}, {'make': 'O'}, {'definitive': 'O'}, {'diagnosis': 'O'}, {'difficult.': 'O'}]"
Tests showed positive antiphospholipid antibodies and the diagnosis of secondary antiphospholipid syndrome was made.,"[{'Tests': 'O'}, {'showed': 'O'}, {'positive': 'O'}, {'antiphospholipid': 'O'}, {'antibodies': 'O'}, {'and': 'O'}, {'the': 'O'}, {'diagnosis': 'O'}, {'of': 'O'}, {'secondary': 'B-Entity'}, {'antiphospholipid': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'was': 'O'}, {'made.': 'O'}]"
A latent Sjogrens syndrome can lead to a wide variety of focal brain MRI abnormalities and should be evoked when the etiology is not clear.2009 Oct 6.calcification in the chest wall in a patient with rheumatoid overlap syndrome.,"[{'A': 'O'}, {'latent': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'can': 'O'}, {'lead': 'O'}, {'to': 'O'}, {'a': 'O'}, {'wide': 'O'}, {'variety': 'O'}, {'of': 'O'}, {'focal': 'O'}, {'brain': 'B-Entity'}, {'MRI': 'I-Entity'}, {'abnormalities': 'I-Entity'}, {'and': 'O'}, {'should': 'O'}, {'be': 'O'}, {'evoked': 'O'}, {'when': 'O'}, {'the': 'O'}, {'etiology': 'O'}, {'is': 'O'}, {'not': 'O'}, {'clear.2009': 'O'}, {'Oct': 'O'}, {'6.calcification': 'O'}, {'in': 'O'}, {'the': 'O'}, {'chest': 'O'}, {'wall': 'O'}, {'in': 'O'}, {'a': 'O'}, {'patient': 'O'}, {'with': 'O'}, {'rheumatoid': 'B-Entity'}, {'overlap': 'I-Entity'}, {'syndrome.': 'I-Entity'}]"
Sicca symptoms and/or recurrent parotid gland swelling are often accompanied by fatigue.,"[{'Sicca': 'I-Entity'}, {'symptoms': 'O'}, {'and/or': 'O'}, {'recurrent': 'O'}, {'parotid': 'B-Entity'}, {'gland': 'I-Entity'}, {'swelling': 'I-Entity'}, {'are': 'O'}, {'often': 'O'}, {'accompanied': 'O'}, {'by': 'O'}, {'fatigue.': 'I-Entity'}]"
"Primary Sjogrens syndrome can present with variable central nervous system signs, which may precede the classic sicca symptoms.","[{'Primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'can': 'O'}, {'present': 'O'}, {'with': 'O'}, {'variable': 'O'}, {'central': 'O'}, {'nervous': 'O'}, {'system': 'O'}, {'signs,': 'O'}, {'which': 'O'}, {'may': 'O'}, {'precede': 'O'}, {'the': 'O'}, {'classic': 'O'}, {'sicca': 'B-Entity'}, {'symptoms.': 'O'}]"
"Distal renal tubular acidosis is a rare complication of several autoimmune diseases such as systemic lupus erythematosus, Sjogrens syndrome, and Hashimoto thyroiditis.","[{'Distal': 'O'}, {'renal': 'O'}, {'tubular': 'I-Entity'}, {'acidosis': 'I-Entity'}, {'is': 'O'}, {'a': 'O'}, {'rare': 'O'}, {'complication': 'O'}, {'of': 'O'}, {'several': 'O'}, {'autoimmune': 'B-Entity'}, {'diseases': 'O'}, {'such': 'O'}, {'as': 'O'}, {'systemic': 'B-Entity'}, {'lupus': 'I-Entity'}, {'erythematosus,': 'I-Entity'}, {'Sjogrens': 'B-Entity'}, {'syndrome,': 'I-Entity'}, {'and': 'O'}, {'Hashimoto': 'B-Entity'}, {'thyroiditis.': 'I-Entity'}]"
"To evaluate the efficacy and safety of a novel topical cyclosporin A 0.05% nanoemulsion in comparison with a conventional emulsion in primary Sjogrens syndrome dry eyes.Prospective, randomized, double-blinded study was conducted.Corneal and conjunctival staining score was improved in both groups, with a faster change noted in the nanoemulsion group at 12 weeks (p < 0.05).","[{'To': 'O'}, {'evaluate': 'O'}, {'the': 'O'}, {'efficacy': 'O'}, {'and': 'O'}, {'safety': 'O'}, {'of': 'O'}, {'a': 'O'}, {'novel': 'O'}, {'topical': 'O'}, {'cyclosporin': 'B-Entity'}, {'A': 'I-Entity'}, {'0.05%': 'O'}, {'nanoemulsion': 'O'}, {'in': 'O'}, {'comparison': 'O'}, {'with': 'O'}, {'a': 'O'}, {'conventional': 'O'}, {'emulsion': 'O'}, {'in': 'O'}, {'primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'dry': 'B-Entity'}, {'eyes.Prospective,': 'I-Entity'}, {'randomized,': 'O'}, {'double-blinded': 'O'}, {'study': 'O'}, {'was': 'O'}, {'conducted.Corneal': 'O'}, {'and': 'O'}]"
Mesenteric inflammatory venoocclusive disease is an uncommon cause of intestinal ischemia.,"[{'Mesenteric': 'O'}, {'inflammatory': 'B-Entity'}, {'venoocclusive': 'I-Entity'}, {'disease': 'I-Entity'}, {'is': 'O'}, {'an': 'O'}, {'uncommon': 'O'}, {'cause': 'O'}, {'of': 'O'}, {'intestinal': 'B-Entity'}, {'ischemia.': 'I-Entity'}]"
"Non-obese diabetic (NOD) mice are well-established models of independently developing spontaneous autoimmune diseases, Sjogrens syndrome (SS) and type 1 diabetes (T1D).","[{'Non-obese': 'O'}, {'diabetic': 'I-Entity'}, {'(NOD)': 'O'}, {'mice': 'O'}, {'are': 'O'}, {'well-established': 'O'}, {'models': 'O'}, {'of': 'O'}, {'independently': 'O'}, {'developing': 'O'}, {'spontaneous': 'O'}, {'autoimmune': 'B-Entity'}, {'diseases,': 'I-Entity'}, {'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'(SS)': 'O'}, {'and': 'O'}, {'type': 'B-Entity'}, {'1': 'I-Entity'}, {'diabetes': 'I-Entity'}, {'(T1D).': 'O'}]"
Distal Renal Tubular Acidosis was identified in all.,"[{'Distal': 'B-Entity'}, {'Renal': 'I-Entity'}, {'Tubular': 'I-Entity'}, {'Acidosis': 'I-Entity'}, {'was': 'O'}, {'identified': 'O'}, {'in': 'O'}, {'all.': 'O'}]"
"Mucus III has been proven to be an objective diagnostic tool for patients with serious dry mouth, such as in patients with Sjogren's syndrome.","[{'Mucus': 'O'}, {'III': 'O'}, {'has': 'O'}, {'been': 'O'}, {'proven': 'O'}, {'to': 'O'}, {'be': 'O'}, {'an': 'O'}, {'objective': 'O'}, {'diagnostic': 'O'}, {'tool': 'O'}, {'for': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'serious': 'O'}, {'dry': 'B-Entity'}, {'mouth,': 'I-Entity'}, {'such': 'O'}, {'as': 'O'}, {'in': 'O'}, {'patients': 'O'}, {'with': 'O'}, {""Sjogren's"": 'B-Entity'}, {'syndrome.': 'I-Entity'}]"
"Most cases of pulmonary amyloidosis involve multiple nodules; solitary pulmonary nodular amyloidosis, as an associated condition of Sjogrens syndrome, is very rare.In our report, we present the case of an 80-year-old female with Sjogrens syndrome who was incidentally found to have a small solitary pulmonary nodule.","[{'Most': 'O'}, {'cases': 'O'}, {'of': 'O'}, {'pulmonary': 'B-Entity'}, {'amyloidosis': 'I-Entity'}, {'involve': 'O'}, {'multiple': 'O'}, {'nodules;': 'O'}, {'solitary': 'O'}, {'pulmonary': 'O'}, {'nodular': 'O'}, {'amyloidosis,': 'I-Entity'}, {'as': 'O'}, {'an': 'O'}, {'associated': 'O'}, {'condition': 'O'}, {'of': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome,': 'I-Entity'}, {'is': 'O'}, {'very': 'O'}, {'rare.In': 'O'}, {'our': 'O'}, {'report,': 'O'}, {'we': 'O'}, {'present': 'O'}, {'the': 'O'}, {'case': 'O'}, {'of': 'O'}, {'an': 'O'}, {'80-year-old': 'O'}, {'female': 'O'}, {'with': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'who': 'O'}, {'was': 'O'}, {'incidentally': 'O'}]"
"The findings from this case suggest that DAH can occur as a pulmonary manifestation of SjS as well as other connective tissue diseases or vasculitis.y-tomita@space.ocn.ne.jp1.of ""Profile of Fatigue and Discomfort - Sicca Symptoms Inventory (short form) (PROFAD-SSI-SF)"".","[{'The': 'O'}, {'findings': 'O'}, {'from': 'O'}, {'this': 'O'}, {'case': 'O'}, {'suggest': 'O'}, {'that': 'O'}, {'DAH': 'I-Entity'}, {'can': 'O'}, {'occur': 'O'}, {'as': 'O'}, {'a': 'O'}, {'pulmonary': 'O'}, {'manifestation': 'O'}, {'of': 'O'}, {'SjS': 'I-Entity'}, {'as': 'O'}, {'well': 'O'}, {'as': 'O'}, {'other': 'O'}, {'connective': 'B-Entity'}, {'tissue': 'I-Entity'}, {'diseases': 'I-Entity'}, {'or': 'O'}, {'vasculitis.y-tomita@space.ocn.ne.jp1.of': 'I-Entity'}, {'""Profile': 'O'}, {'of': 'O'}, {'Fatigue': 'I-Entity'}, {'and': 'O'}]"
"IPL treatment has excellent results regarding both: dry eye disease symptoms improvement and in office objective tests such as tBUT, Schirmer test and Van Bijsterveld score; IPL could be considered as an effective adjunct for dry eye disease.S.L.U.","[{'IPL': 'I-Entity'}, {'treatment': 'O'}, {'has': 'O'}, {'excellent': 'O'}, {'results': 'O'}, {'regarding': 'O'}, {'both:': 'O'}, {'dry': 'B-Entity'}, {'eye': 'I-Entity'}, {'disease': 'I-Entity'}, {'symptoms': 'O'}, {'improvement': 'O'}, {'and': 'O'}, {'in': 'O'}, {'office': 'O'}, {'objective': 'O'}, {'tests': 'O'}, {'such': 'O'}, {'as': 'O'}, {'tBUT,': 'O'}, {'Schirmer': 'O'}, {'test': 'O'}, {'and': 'O'}, {'Van': 'O'}, {'Bijsterveld': 'O'}, {'score;': 'O'}, {'IPL': 'I-Entity'}, {'could': 'O'}, {'be': 'O'}, {'considered': 'O'}, {'as': 'O'}, {'an': 'O'}, {'effective': 'O'}, {'adjunct': 'O'}, {'for': 'O'}, {'dry': 'B-Entity'}, {'eye': 'I-Entity'}, {'disease.S.L.U.': 'I-Entity'}]"
An expert panel identified 52 functional limitation items.,"[{'An': 'O'}, {'expert': 'O'}, {'panel': 'O'}, {'identified': 'O'}, {'52': 'O'}, {'functional': 'B-Entity'}, {'limitation': 'I-Entity'}, {'items.': 'O'}]"
"However, laboratory inflammatory and serological features were poorly associated with PFT results in patients with pSS.","[{'However,': 'O'}, {'laboratory': 'O'}, {'inflammatory': 'O'}, {'and': 'O'}, {'serological': 'O'}, {'features': 'O'}, {'were': 'O'}, {'poorly': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'PFT': 'O'}, {'results': 'O'}, {'in': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'pSS.': 'I-Entity'}]"
"Moreover, in recent years a growing interest has been focused on severe organ involvement such as pulmonary arterial hypertension and interstitial lung disease which can accrue during the long-term follow-up and can still significantly influence disease prognosis.","[{'Moreover,': 'O'}, {'in': 'O'}, {'recent': 'O'}, {'years': 'O'}, {'a': 'O'}, {'growing': 'O'}, {'interest': 'O'}, {'has': 'O'}, {'been': 'O'}, {'focused': 'O'}, {'on': 'O'}, {'severe': 'O'}, {'organ': 'O'}, {'involvement': 'O'}, {'such': 'O'}, {'as': 'O'}, {'pulmonary': 'B-Entity'}, {'arterial': 'I-Entity'}, {'hypertension': 'I-Entity'}, {'and': 'O'}, {'interstitial': 'B-Entity'}, {'lung': 'I-Entity'}, {'disease': 'I-Entity'}, {'which': 'O'}, {'can': 'O'}, {'accrue': 'O'}, {'during': 'O'}, {'the': 'O'}, {'long-term': 'O'}, {'follow-up': 'O'}, {'and': 'O'}, {'can': 'O'}, {'still': 'O'}, {'significantly': 'O'}, {'influence': 'O'}, {'disease': 'O'}, {'prognosis.': 'O'}]"
The disease mainly affects small and medium-sized blood vessels and causes vasculitis due to cryoglobulin-containing immune complexes.,"[{'The': 'O'}, {'disease': 'O'}, {'mainly': 'O'}, {'affects': 'O'}, {'small': 'O'}, {'and': 'O'}, {'medium-sized': 'O'}, {'blood': 'O'}, {'vessels': 'O'}, {'and': 'O'}, {'causes': 'O'}, {'vasculitis': 'I-Entity'}, {'due': 'O'}, {'to': 'O'}, {'cryoglobulin-containing': 'O'}, {'immune': 'O'}, {'complexes.': 'O'}]"
"Dysphagia, pain and eye discomfort may occur in both Sjogrens syndrome and DM1, and in this case, may have delayed the diagnosis of muscular dystrophy.permissions.","[{'Dysphagia,': 'I-Entity'}, {'pain': 'I-Entity'}, {'and': 'O'}, {'eye': 'B-Entity'}, {'discomfort': 'I-Entity'}, {'may': 'O'}, {'occur': 'O'}, {'in': 'O'}, {'both': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'and': 'O'}, {'DM1,': 'I-Entity'}, {'and': 'O'}, {'in': 'O'}, {'this': 'O'}, {'case,': 'O'}, {'may': 'O'}, {'have': 'O'}, {'delayed': 'O'}, {'the': 'O'}, {'diagnosis': 'O'}, {'of': 'O'}, {'muscular': 'B-Entity'}, {'dystrophy.permissions.': 'I-Entity'}]"
The adequate use of anti-thrombotic agents resulted in a significant amelioration of pregnancy outcome in antiphospholipid syndrome.,"[{'The': 'O'}, {'adequate': 'O'}, {'use': 'O'}, {'of': 'O'}, {'anti-thrombotic': 'O'}, {'agents': 'O'}, {'resulted': 'O'}, {'in': 'O'}, {'a': 'O'}, {'significant': 'O'}, {'amelioration': 'O'}, {'of': 'O'}, {'pregnancy': 'O'}, {'outcome': 'O'}, {'in': 'O'}, {'antiphospholipid': 'B-Entity'}, {'syndrome.': 'I-Entity'}]"
"However, fewer studies have investigated whether the presence of thyroid diseases is associated with increased risk of developing pSS.","[{'However,': 'O'}, {'fewer': 'O'}, {'studies': 'O'}, {'have': 'O'}, {'investigated': 'O'}, {'whether': 'O'}, {'the': 'O'}, {'presence': 'O'}, {'of': 'O'}, {'thyroid': 'B-Entity'}, {'diseases': 'I-Entity'}, {'is': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'increased': 'O'}, {'risk': 'O'}, {'of': 'O'}, {'developing': 'O'}, {'pSS.': 'I-Entity'}]"
The results provide strong evidence that patients who received immunosuppressants are more likely to reach the treatment goals.,"[{'The': 'O'}, {'results': 'O'}, {'provide': 'O'}, {'strong': 'O'}, {'evidence': 'O'}, {'that': 'O'}, {'patients': 'O'}, {'who': 'O'}, {'received': 'O'}, {'immunosuppressants': 'O'}, {'are': 'O'}, {'more': 'O'}, {'likely': 'O'}, {'to': 'O'}, {'reach': 'O'}, {'the': 'O'}, {'treatment': 'O'}, {'goals.': 'O'}]"
Current therapeutic options are mainly empiric and often translated by other autoimmune diseases.,"[{'Current': 'O'}, {'therapeutic': 'O'}, {'options': 'O'}, {'are': 'O'}, {'mainly': 'O'}, {'empiric': 'O'}, {'and': 'O'}, {'often': 'O'}, {'translated': 'O'}, {'by': 'O'}, {'other': 'O'}, {'autoimmune': 'B-Entity'}, {'diseases.': 'I-Entity'}]"
Serum vitamin B(12) levels were determined using an enzyme-linked microtiter plate assay.,"[{'Serum': 'O'}, {'vitamin': 'B-Entity'}, {'B(12)': 'I-Entity'}, {'levels': 'O'}, {'were': 'O'}, {'determined': 'O'}, {'using': 'O'}, {'an': 'O'}, {'enzyme-linked': 'O'}, {'microtiter': 'O'}, {'plate': 'O'}, {'assay.': 'O'}]"
Improvements in the physical and mental component summary scores failed to correlate with improvements in the VAS scores.,"[{'Improvements': 'O'}, {'in': 'O'}, {'the': 'O'}, {'physical': 'O'}, {'and': 'O'}, {'mental': 'O'}, {'component': 'O'}, {'summary': 'O'}, {'scores': 'O'}, {'failed': 'O'}, {'to': 'O'}, {'correlate': 'O'}, {'with': 'O'}, {'improvements': 'O'}, {'in': 'O'}, {'the': 'O'}, {'VAS': 'O'}, {'scores.': 'O'}]"
"TMD symptoms (muscle pain on chewing, difficulty in mouth opening, arthralgia, headaches, tinnitus) were complained by 91.7% of SS patients and by 84.7% of controls (≈ì√°(2)= 1,667 p= 0,196).","[{'TMD': 'I-Entity'}, {'symptoms': 'O'}, {'(muscle': 'O'}, {'pain': 'I-Entity'}, {'on': 'O'}, {'chewing,': 'O'}, {'difficulty': 'O'}, {'in': 'O'}, {'mouth': 'O'}, {'opening,': 'O'}, {'arthralgia,': 'I-Entity'}, {'headaches,': 'I-Entity'}, {'tinnitus)': 'I-Entity'}, {'were': 'O'}, {'complained': 'O'}, {'by': 'O'}, {'91.7%': 'O'}, {'of': 'O'}, {'SS': 'I-Entity'}, {'patients': 'O'}, {'and': 'O'}, {'by': 'O'}, {'84.7%': 'O'}, {'of': 'O'}, {'controls': 'O'}, {'(≈ì√°(2)=': 'O'}, {'1,667': 'O'}]"
"This improvement can be attributed to increased attention to low diseases activity at the time of conception, which might reduce to the half of the risk for flare.","[{'This': 'O'}, {'improvement': 'O'}, {'can': 'O'}, {'be': 'O'}, {'attributed': 'O'}, {'to': 'O'}, {'increased': 'O'}, {'attention': 'O'}, {'to': 'O'}, {'low': 'O'}, {'diseases': 'O'}, {'activity': 'O'}, {'at': 'O'}, {'the': 'O'}, {'time': 'O'}, {'of': 'O'}, {'conception,': 'O'}, {'which': 'O'}, {'might': 'O'}, {'reduce': 'O'}, {'to': 'O'}, {'the': 'O'}, {'half': 'O'}, {'of': 'O'}, {'the': 'O'}, {'risk': 'O'}, {'for': 'O'}, {'flare.': 'O'}]"
Diagnosis of IgG4-related disease is characterized by both elevated serum IgG4 (>135 mg/dL) and histopathological features including lymphocyte and IgG4(+) plasma cell infiltration (IgG4(+) plasma cells/IgG(+) plasma cells>40%).,"[{'Diagnosis': 'O'}, {'of': 'O'}, {'IgG4-related': 'O'}, {'disease': 'O'}, {'is': 'O'}, {'characterized': 'O'}, {'by': 'O'}, {'both': 'O'}, {'elevated': 'O'}, {'serum': 'O'}, {'IgG4': 'O'}, {'(>135': 'O'}, {'mg/dL)': 'O'}, {'and': 'O'}, {'histopathological': 'O'}, {'features': 'O'}, {'including': 'O'}, {'lymphocyte': 'O'}, {'and': 'O'}, {'IgG4(+)': 'O'}, {'plasma': 'O'}, {'cell': 'O'}, {'infiltration': 'O'}, {'(IgG4(+)': 'O'}, {'plasma': 'O'}]"
