sentances,predictions
"Of these, the authors excluded patients with diabetes, hypertension, advanced liver cirrhosis at initial diagnosis of PBC (Child-Turcotte-Pugh classification score of ‚Äö√¢‚Ä¢7) and other liver diseases (ie, alcoholic liver disease, alpha-antitrypsin deficiency, viral hepatitis, and primary sclerosing cholangitis), and autoimmune diseases such as systemic lupus erythematosus and rheumatoid arthritis.","[{'Of': 'O'}, {'these,': 'O'}, {'the': 'O'}, {'authors': 'O'}, {'excluded': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'diabetes,': 'I-Entity'}, {'hypertension,': 'I-Entity'}, {'advanced': 'O'}, {'liver': 'B-Entity'}, {'cirrhosis': 'I-Entity'}, {'at': 'O'}, {'initial': 'O'}, {'diagnosis': 'O'}, {'of': 'O'}, {'PBC': 'I-Entity'}, {'(Child-Turcotte-Pugh': 'O'}, {'classification': 'O'}, {'score': 'O'}, {'of': 'O'}, {'‚Äö√¢‚Ä¢7)': 'O'}, {'and': 'O'}]"
"Systemic involvement in SS is well known, however, obvious cardiac manifestations, particularly significant valve disorders, are extremely rare and only three cases of significant valve disease associated with SS that required surgical intervention have been previously described.","[{'Systemic': 'O'}, {'involvement': 'O'}, {'in': 'O'}, {'SS': 'I-Entity'}, {'is': 'O'}, {'well': 'O'}, {'known,': 'O'}, {'however,': 'O'}, {'obvious': 'O'}, {'cardiac': 'O'}, {'manifestations,': 'O'}, {'particularly': 'O'}, {'significant': 'O'}, {'valve': 'B-Entity'}, {'disorders,': 'I-Entity'}, {'are': 'O'}, {'extremely': 'O'}, {'rare': 'O'}, {'and': 'O'}, {'only': 'O'}, {'three': 'O'}, {'cases': 'O'}, {'of': 'O'}, {'significant': 'O'}, {'valve': 'B-Entity'}, {'disease': 'I-Entity'}, {'associated': 'O'}, {'with': 'O'}, {'SS': 'I-Entity'}, {'that': 'O'}, {'required': 'O'}, {'surgical': 'O'}, {'intervention': 'O'}, {'have': 'O'}, {'been': 'O'}, {'previously': 'O'}, {'described.': 'O'}]"
MATERIALS & We studied fifty patients with primary Sjogrens syndrome for peripheral nervous system involvement.,"[{'MATERIALS': 'O'}, {'&': 'O'}, {'We': 'O'}, {'studied': 'O'}, {'fifty': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'for': 'O'}, {'peripheral': 'B-Entity'}, {'nervous': 'I-Entity'}, {'system': 'I-Entity'}, {'involvement.': 'O'}]"
Further studies are warranted in order to explore underlying pathophysiologic pathways that might explain fatigue in the setting of primary SS.,"[{'Further': 'O'}, {'studies': 'O'}, {'are': 'O'}, {'warranted': 'O'}, {'in': 'O'}, {'order': 'O'}, {'to': 'O'}, {'explore': 'O'}, {'underlying': 'O'}, {'pathophysiologic': 'O'}, {'pathways': 'O'}, {'that': 'O'}, {'might': 'O'}, {'explain': 'O'}, {'fatigue': 'I-Entity'}, {'in': 'O'}, {'the': 'O'}, {'setting': 'O'}, {'of': 'O'}, {'primary': 'O'}, {'SS.': 'I-Entity'}]"
Immunomodulating drugs are commonly used in treating patients with autoimmune diseases but with very different outcomes.,"[{'Immunomodulating': 'O'}, {'drugs': 'O'}, {'are': 'O'}, {'commonly': 'O'}, {'used': 'O'}, {'in': 'O'}, {'treating': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'autoimmune': 'B-Entity'}, {'diseases': 'I-Entity'}, {'but': 'O'}, {'with': 'O'}, {'very': 'O'}, {'different': 'O'}, {'outcomes.': 'O'}]"
"The Schirmer-1 test and BUT values of patients in advanced stage of primary SS decreased significantly, whereas the Rose bengal and OSDI values increased significantly when compared with the values of patients in early stage of primary SS and with those of normal individuals (P<0.05 and P<0.001, respectively).","[{'The': 'O'}, {'Schirmer-1': 'O'}, {'test': 'O'}, {'and': 'O'}, {'BUT': 'O'}, {'values': 'O'}, {'of': 'O'}, {'patients': 'O'}, {'in': 'O'}, {'advanced': 'O'}, {'stage': 'O'}, {'of': 'O'}, {'primary': 'O'}, {'SS': 'I-Entity'}, {'decreased': 'O'}, {'significantly,': 'O'}, {'whereas': 'O'}, {'the': 'O'}, {'Rose': 'B-Entity'}, {'bengal': 'I-Entity'}, {'and': 'O'}, {'OSDI': 'I-Entity'}, {'values': 'O'}, {'increased': 'O'}, {'significantly': 'O'}, {'when': 'O'}, {'compared': 'O'}, {'with': 'O'}, {'the': 'O'}, {'values': 'O'}, {'of': 'O'}, {'patients': 'O'}, {'in': 'O'}, {'early': 'O'}, {'stage': 'O'}, {'of': 'O'}, {'primary': 'O'}, {'SS': 'I-Entity'}, {'and': 'O'}, {'with': 'O'}, {'those': 'O'}, {'of': 'O'}, {'normal': 'O'}, {'individuals': 'O'}, {'(P<0.05': 'O'}, {'and': 'O'}, {'P<0.001,': 'O'}]"
A three-step process followed by a Delphi exercise with closed voting was applied.,"[{'A': 'O'}, {'three-step': 'O'}, {'process': 'O'}, {'followed': 'O'}, {'by': 'O'}, {'a': 'O'}, {'Delphi': 'O'}, {'exercise': 'O'}, {'with': 'O'}, {'closed': 'O'}, {'voting': 'O'}, {'was': 'O'}, {'applied.': 'O'}]"
"Connective tissue diseases encompass a wide range of heterogeneous disorders characterised by immune-mediated chronic inflammation often leading to tissue damage, collagen deposition and possible loss of function of the target organ.","[{'Connective': 'B-Entity'}, {'tissue': 'I-Entity'}, {'diseases': 'I-Entity'}, {'encompass': 'O'}, {'a': 'O'}, {'wide': 'O'}, {'range': 'O'}, {'of': 'O'}, {'heterogeneous': 'O'}, {'disorders': 'O'}, {'characterised': 'O'}, {'by': 'O'}, {'immune-mediated': 'O'}, {'chronic': 'O'}, {'inflammation': 'I-Entity'}, {'often': 'O'}, {'leading': 'O'}, {'to': 'O'}, {'tissue': 'B-Entity'}, {'damage,': 'I-Entity'}, {'collagen': 'O'}, {'deposition': 'O'}, {'and': 'O'}, {'possible': 'O'}, {'loss': 'O'}, {'of': 'O'}, {'function': 'O'}, {'of': 'O'}, {'the': 'O'}, {'target': 'O'}, {'organ.': 'O'}]"
"Primary Sjogrens syndrome (pSS) is an important cause of renal tubular dysfunction in adults, mainly due to acquired type 1 distal renal tubular acidosis (RTA 1) and concentration defects (CD).","[{'Primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'(pSS)': 'O'}, {'is': 'O'}, {'an': 'O'}, {'important': 'O'}, {'cause': 'O'}, {'of': 'O'}, {'renal': 'B-Entity'}, {'tubular': 'I-Entity'}, {'dysfunction': 'I-Entity'}, {'in': 'O'}, {'adults,': 'O'}, {'mainly': 'O'}, {'due': 'O'}, {'to': 'O'}, {'acquired': 'O'}, {'type': 'O'}, {'1': 'O'}, {'distal': 'O'}, {'renal': 'O'}, {'tubular': 'I-Entity'}, {'acidosis': 'I-Entity'}, {'(RTA': 'O'}, {'1)': 'O'}, {'and': 'O'}, {'concentration': 'O'}, {'defects': 'O'}, {'(CD).': 'O'}]"
PATIENTS AND A 69-year-old woman treated for mucosa-associated lymphoid tissue (MALT) gastric lymphoma was referred for a bullous eruption.,"[{'PATIENTS': 'O'}, {'AND': 'O'}, {'A': 'O'}, {'69-year-old': 'O'}, {'woman': 'O'}, {'treated': 'O'}, {'for': 'O'}, {'mucosa-associated': 'O'}, {'lymphoid': 'I-Entity'}, {'tissue': 'I-Entity'}, {'(MALT)': 'O'}, {'gastric': 'B-Entity'}, {'lymphoma': 'I-Entity'}, {'was': 'O'}, {'referred': 'O'}, {'for': 'O'}, {'a': 'O'}, {'bullous': 'O'}, {'eruption.': 'I-Entity'}]"
"However, physiological changes that occur during aging might also lead to a diminished glandular function.","[{'However,': 'O'}, {'physiological': 'O'}, {'changes': 'O'}, {'that': 'O'}, {'occur': 'O'}, {'during': 'O'}, {'aging': 'O'}, {'might': 'O'}, {'also': 'O'}, {'lead': 'O'}, {'to': 'O'}, {'a': 'O'}, {'diminished': 'O'}, {'glandular': 'O'}, {'function.': 'O'}]"
Five of 8 patients were treated for systemic immunological diseases.,"[{'Five': 'O'}, {'of': 'O'}, {'8': 'O'}, {'patients': 'O'}, {'were': 'O'}, {'treated': 'O'}, {'for': 'O'}, {'systemic': 'B-Entity'}, {'immunological': 'I-Entity'}, {'diseases.': 'I-Entity'}]"
"To assess pSS activity, the EULAR Sjogrens Syndrome Disease Activity Index (ESSDAI) and EULAR Sjogrens Syndrome Patient Reported Index (ESSPRI) were used.","[{'To': 'O'}, {'assess': 'O'}, {'pSS': 'O'}, {'activity,': 'O'}, {'the': 'O'}, {'EULAR': 'O'}, {'Sjogrens': 'B-Entity'}, {'Syndrome': 'I-Entity'}, {'Disease': 'O'}, {'Activity': 'O'}, {'Index': 'O'}, {'(ESSDAI)': 'O'}, {'and': 'O'}, {'EULAR': 'O'}, {'Sjogrens': 'B-Entity'}, {'Syndrome': 'I-Entity'}, {'Patient': 'O'}, {'Reported': 'O'}, {'Index': 'O'}, {'(ESSPRI)': 'O'}, {'were': 'O'}, {'used.': 'O'}]"
"Chinese herbal medicine for nourishing yin, supplementing qi, and activating blood can alleviate the disease activity of pSS by regulating the immune balance of Th1/Th2.China.","[{'Chinese': 'O'}, {'herbal': 'O'}, {'medicine': 'O'}, {'for': 'O'}, {'nourishing': 'O'}, {'yin,': 'I-Entity'}, {'supplementing': 'O'}, {'qi,': 'O'}, {'and': 'O'}, {'activating': 'O'}, {'blood': 'O'}, {'can': 'O'}, {'alleviate': 'O'}, {'the': 'O'}, {'disease': 'O'}, {'activity': 'O'}, {'of': 'O'}, {'pSS': 'I-Entity'}, {'by': 'O'}, {'regulating': 'O'}, {'the': 'O'}, {'immune': 'O'}, {'balance': 'O'}, {'of': 'O'}, {'Th1/Th2.China.': 'O'}]"
Patients with Sjogren's syndrome may be Epstein-Barr virus carriers.Management of Sjogren Syndrome-Associated Dry Eye.,"[{'Patients': 'O'}, {'with': 'O'}, {""Sjogren's"": 'B-Entity'}, {'syndrome': 'I-Entity'}, {'may': 'O'}, {'be': 'O'}, {'Epstein-Barr': 'B-Entity'}, {'virus': 'O'}, {'carriers.Management': 'O'}, {'of': 'O'}, {'Sjogren': 'B-Entity'}, {'Syndrome-Associated': 'I-Entity'}, {'Dry': 'B-Entity'}, {'Eye.': 'I-Entity'}]"
"Though largely associated with systemic sclerosis, it is being increasingly recognized in other rheumatic diseases.","[{'Though': 'O'}, {'largely': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'systemic': 'B-Entity'}, {'sclerosis,': 'I-Entity'}, {'it': 'O'}, {'is': 'O'}, {'being': 'O'}, {'increasingly': 'O'}, {'recognized': 'O'}, {'in': 'O'}, {'other': 'O'}, {'rheumatic': 'B-Entity'}, {'diseases.': 'I-Entity'}]"
We obtained similar results with B-cell lymphomas associated with SS.,"[{'We': 'O'}, {'obtained': 'O'}, {'similar': 'O'}, {'results': 'O'}, {'with': 'O'}, {'B-cell': 'B-Entity'}, {'lymphomas': 'I-Entity'}, {'associated': 'O'}, {'with': 'O'}, {'SS.': 'I-Entity'}]"
"The diagnosis of SFN can be confirmed by the evidence of decreased intra-epidermal nerve fibre density after a skin punch biopsy or the presence of abnormal nonconventional neurophysiological tests exploring the A-delta and C small nerve fibres (laser-evoked potentials, quantitative sensory tests, cutaneous sympathic reflex, autonomic function tests).","[{'The': 'O'}, {'diagnosis': 'O'}, {'of': 'O'}, {'SFN': 'I-Entity'}, {'can': 'O'}, {'be': 'O'}, {'confirmed': 'O'}, {'by': 'O'}, {'the': 'O'}, {'evidence': 'O'}, {'of': 'O'}, {'decreased': 'O'}, {'intra-epidermal': 'O'}, {'nerve': 'O'}, {'fibre': 'O'}, {'density': 'O'}, {'after': 'O'}, {'a': 'O'}, {'skin': 'O'}, {'punch': 'O'}, {'biopsy': 'O'}, {'or': 'O'}, {'the': 'O'}, {'presence': 'O'}, {'of': 'O'}, {'abnormal': 'O'}, {'nonconventional': 'O'}, {'neurophysiological': 'O'}, {'tests': 'O'}, {'exploring': 'O'}, {'the': 'O'}, {'A-delta': 'O'}, {'and': 'O'}, {'C': 'O'}, {'small': 'O'}, {'nerve': 'O'}, {'fibres': 'O'}, {'(laser-evoked': 'O'}, {'potentials,': 'O'}]"
"Interestingly, neither transgenic TCR≈í‚â§ nor TCRmini mice develop diabetes, which we show is due to lack of insulin B:9-23 specific T cells in the periphery.","[{'Interestingly,': 'O'}, {'neither': 'O'}, {'transgenic': 'O'}, {'TCR≈í‚â§': 'O'}, {'nor': 'O'}, {'TCRmini': 'O'}, {'mice': 'O'}, {'develop': 'O'}, {'diabetes,': 'I-Entity'}, {'which': 'O'}, {'we': 'O'}, {'show': 'O'}, {'is': 'O'}, {'due': 'O'}, {'to': 'O'}, {'lack': 'O'}, {'of': 'O'}, {'insulin': 'I-Entity'}, {'B:9-23': 'O'}, {'specific': 'O'}, {'T': 'O'}, {'cells': 'O'}, {'in': 'O'}, {'the': 'O'}, {'periphery.': 'O'}]"
"Using Spdef(-/-) mice, we determined that Spdef is required for conjunctival goblet cell differentiation and that Spdef(-/-) mice, which lack conjunctival goblet cells, have significantly increased corneal surface fluorescein staining and tear volume, a phenotype consistent with dry eye.","[{'Using': 'O'}, {'Spdef(-/-)': 'O'}, {'mice,': 'O'}, {'we': 'O'}, {'determined': 'O'}, {'that': 'O'}, {'Spdef': 'O'}, {'is': 'O'}, {'required': 'O'}, {'for': 'O'}, {'conjunctival': 'O'}, {'goblet': 'O'}, {'cell': 'O'}, {'differentiation': 'O'}, {'and': 'O'}, {'that': 'O'}, {'Spdef(-/-)': 'O'}, {'mice,': 'O'}, {'which': 'O'}, {'lack': 'O'}, {'conjunctival': 'O'}, {'goblet': 'O'}, {'cells,': 'O'}, {'have': 'O'}, {'significantly': 'O'}, {'increased': 'O'}, {'corneal': 'O'}, {'surface': 'O'}, {'fluorescein': 'I-Entity'}]"
The treatment recommended substitution of tears in order to protect the eye and the occasional use of preparations moisturizing mucous membrane of the nose and mouth.,"[{'The': 'O'}, {'treatment': 'O'}, {'recommended': 'O'}, {'substitution': 'O'}, {'of': 'O'}, {'tears': 'O'}, {'in': 'O'}, {'order': 'O'}, {'to': 'O'}, {'protect': 'O'}, {'the': 'O'}, {'eye': 'O'}, {'and': 'O'}, {'the': 'O'}, {'occasional': 'O'}, {'use': 'O'}, {'of': 'O'}, {'preparations': 'O'}, {'moisturizing': 'O'}, {'mucous': 'O'}, {'membrane': 'O'}, {'of': 'O'}, {'the': 'O'}, {'nose': 'O'}, {'and': 'O'}, {'mouth.': 'O'}]"
"Emergent pericardiocentesis and enhanced immunosuppression can effectively control this life-threatening complication.Hospital, No.","[{'Emergent': 'O'}, {'pericardiocentesis': 'O'}, {'and': 'O'}, {'enhanced': 'O'}, {'immunosuppression': 'O'}, {'can': 'O'}, {'effectively': 'O'}, {'control': 'O'}, {'this': 'O'}, {'life-threatening': 'O'}, {'complication.Hospital,': 'O'}, {'No.': 'O'}]"
"Moreover, subjects' satisfaction and the proportion of the subjects who identified their allocation will also be measured and analyzed.","[{'Moreover,': 'O'}, {""subjects'"": 'O'}, {'satisfaction': 'O'}, {'and': 'O'}, {'the': 'O'}, {'proportion': 'O'}, {'of': 'O'}, {'the': 'O'}, {'subjects': 'O'}, {'who': 'O'}, {'identified': 'O'}, {'their': 'O'}, {'allocation': 'O'}, {'will': 'O'}, {'also': 'O'}, {'be': 'O'}, {'measured': 'O'}, {'and': 'O'}, {'analyzed.': 'O'}]"
"Several studies have shown a negative association between smoking and primary Sjogrens syndrome (pSS), and smoking may interfere with the immune response.","[{'Several': 'O'}, {'studies': 'O'}, {'have': 'O'}, {'shown': 'O'}, {'a': 'O'}, {'negative': 'O'}, {'association': 'O'}, {'between': 'O'}, {'smoking': 'I-Entity'}, {'and': 'O'}, {'primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'(pSS),': 'O'}, {'and': 'O'}, {'smoking': 'I-Entity'}, {'may': 'O'}, {'interfere': 'O'}, {'with': 'O'}, {'the': 'O'}, {'immune': 'O'}, {'response.': 'O'}]"
This case reminds clinicians that chronic MTX use is associated with LPDs and can ultimately lead to hypercalcaemia.,"[{'This': 'O'}, {'case': 'O'}, {'reminds': 'O'}, {'clinicians': 'O'}, {'that': 'O'}, {'chronic': 'O'}, {'MTX': 'I-Entity'}, {'use': 'O'}, {'is': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'LPDs': 'I-Entity'}, {'and': 'O'}, {'can': 'O'}, {'ultimately': 'O'}, {'lead': 'O'}, {'to': 'O'}, {'hypercalcaemia.': 'I-Entity'}]"
"Primary Sjogrens syndrome (pSS) is a chronic autoimmune disease characterized by dry eyes, dry mouth, and other clinical manifestations.","[{'Primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'(pSS)': 'O'}, {'is': 'O'}, {'a': 'O'}, {'chronic': 'B-Entity'}, {'autoimmune': 'I-Entity'}, {'disease': 'I-Entity'}, {'characterized': 'O'}, {'by': 'O'}, {'dry': 'B-Entity'}, {'eyes,': 'I-Entity'}, {'dry': 'B-Entity'}, {'mouth,': 'I-Entity'}, {'and': 'O'}, {'other': 'O'}, {'clinical': 'O'}, {'manifestations.': 'O'}]"
This study demonstrated that presence of the anti-Ro antibody was not associated with increased mortality in patients with autoimmune rheumatic disease.,"[{'This': 'O'}, {'study': 'O'}, {'demonstrated': 'O'}, {'that': 'O'}, {'presence': 'O'}, {'of': 'O'}, {'the': 'O'}, {'anti-Ro': 'O'}, {'antibody': 'O'}, {'was': 'O'}, {'not': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'increased': 'O'}, {'mortality': 'O'}, {'in': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'autoimmune': 'B-Entity'}, {'rheumatic': 'I-Entity'}, {'disease.': 'I-Entity'}]"
"In order to assess a potential autonomic neuropathy, ""Deep Breathing Test"" (E/I 1.02), ""Lying to Standing Test"" (R/R' 0.95), and ""Orthostatic Hypotension Tests"" (T 120s Systolic reduction >20 mmHg and Diastolic reduction >10 mmHg) were performed, all of which were abnormal.","[{'In': 'O'}, {'order': 'O'}, {'to': 'O'}, {'assess': 'O'}, {'a': 'O'}, {'potential': 'O'}, {'autonomic': 'B-Entity'}, {'neuropathy,': 'I-Entity'}, {'""Deep': 'O'}, {'Breathing': 'O'}, {'Test""': 'O'}, {'(E/I': 'O'}, {'1.02),': 'O'}, {'""Lying': 'O'}, {'to': 'O'}, {'Standing': 'O'}, {'Test""': 'O'}, {""(R/R'"": 'O'}, {'0.95),': 'O'}, {'and': 'O'}, {'""Orthostatic': 'O'}, {'Hypotension': 'I-Entity'}, {'Tests""': 'O'}, {'(T': 'O'}, {'120s': 'O'}]"
"Gitelman syndrome (GS) is an autosomal recessive, salt-losing renal tubulopathy caused by mutations in the SLC12A3 gene; however, it can also be acquired in patients with autoimmune disease, especially in those with Sjogrens syndrome.","[{'Gitelman': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'(GS)': 'O'}, {'is': 'O'}, {'an': 'O'}, {'autosomal': 'O'}, {'recessive,': 'O'}, {'salt-losing': 'B-Entity'}, {'renal': 'B-Entity'}, {'tubulopathy': 'I-Entity'}, {'caused': 'O'}, {'by': 'O'}, {'mutations': 'O'}, {'in': 'O'}, {'the': 'O'}, {'SLC12A3': 'O'}, {'gene;': 'O'}, {'however,': 'O'}, {'it': 'O'}, {'can': 'O'}, {'also': 'O'}, {'be': 'O'}, {'acquired': 'O'}, {'in': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'autoimmune': 'B-Entity'}, {'disease,': 'I-Entity'}, {'especially': 'O'}, {'in': 'O'}, {'those': 'O'}, {'with': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome.': 'I-Entity'}]"
"Systemic disease-modifying therapies were used mostly in patients who had another concurrent autoimmune disease, suggesting a lack of treatment options for SS.","[{'Systemic': 'O'}, {'disease-modifying': 'O'}, {'therapies': 'O'}, {'were': 'O'}, {'used': 'O'}, {'mostly': 'O'}, {'in': 'O'}, {'patients': 'O'}, {'who': 'O'}, {'had': 'O'}, {'another': 'O'}, {'concurrent': 'O'}, {'autoimmune': 'B-Entity'}, {'disease,': 'I-Entity'}, {'suggesting': 'O'}, {'a': 'O'}, {'lack': 'O'}, {'of': 'O'}, {'treatment': 'O'}, {'options': 'O'}, {'for': 'O'}, {'SS.': 'I-Entity'}]"
"To study the safety and clinical efficacy of rituximab therapy for primary Sjogrens syndrome, as well as to investigate its mechanisms.","[{'To': 'O'}, {'study': 'O'}, {'the': 'O'}, {'safety': 'O'}, {'and': 'O'}, {'clinical': 'O'}, {'efficacy': 'O'}, {'of': 'O'}, {'rituximab': 'I-Entity'}, {'therapy': 'O'}, {'for': 'O'}, {'primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome,': 'I-Entity'}, {'as': 'O'}, {'well': 'O'}, {'as': 'O'}, {'to': 'O'}, {'investigate': 'O'}, {'its': 'O'}, {'mechanisms.': 'O'}]"
"HLH usually presents with persistent fever, pancytopenia, and organomegaly and is associated with very high levels of serum ferritin.","[{'HLH': 'I-Entity'}, {'usually': 'O'}, {'presents': 'O'}, {'with': 'O'}, {'persistent': 'O'}, {'fever,': 'I-Entity'}, {'pancytopenia,': 'I-Entity'}, {'and': 'O'}, {'organomegaly': 'I-Entity'}, {'and': 'O'}, {'is': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'very': 'O'}, {'high': 'O'}, {'levels': 'O'}, {'of': 'O'}, {'serum': 'O'}, {'ferritin.': 'O'}]"
Five women with acute and/or chronic optic neuropathy who were diagnosed as primary Sjogrens syndrome were retrospectively evaluated.,"[{'Five': 'O'}, {'women': 'O'}, {'with': 'O'}, {'acute': 'O'}, {'and/or': 'O'}, {'chronic': 'O'}, {'optic': 'B-Entity'}, {'neuropathy': 'I-Entity'}, {'who': 'O'}, {'were': 'O'}, {'diagnosed': 'O'}, {'as': 'O'}, {'primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'were': 'O'}, {'retrospectively': 'O'}, {'evaluated.': 'O'}]"
"In contrast, EGCG-fed mice exhibited normal levels of PCNA and peroxiredoxin 6, comparable to healthy untreated BALB/c mice.","[{'In': 'O'}, {'contrast,': 'O'}, {'EGCG-fed': 'I-Entity'}, {'mice': 'O'}, {'exhibited': 'O'}, {'normal': 'O'}, {'levels': 'O'}, {'of': 'O'}, {'PCNA': 'O'}, {'and': 'O'}, {'peroxiredoxin': 'O'}, {'6,': 'O'}, {'comparable': 'O'}, {'to': 'O'}, {'healthy': 'O'}, {'untreated': 'O'}, {'BALB/c': 'O'}, {'mice.': 'O'}]"
Childhood-onset SS is an heterogeneous disease in its presentation and outcome.,"[{'Childhood-onset': 'O'}, {'SS': 'I-Entity'}, {'is': 'O'}, {'an': 'O'}, {'heterogeneous': 'O'}, {'disease': 'O'}, {'in': 'O'}, {'its': 'O'}, {'presentation': 'O'}, {'and': 'O'}, {'outcome.': 'O'}]"
"In patients with pSS and anti-Ro52 antibodies, a clinical screening and pulmonary functional tests with DLCO is necessary during the follow-up and should comprise chest HRCT if there is a decline in the DLCO or clinical symptoms or inspiratory crackles.63100, Clermont-Ferrand, France.Av.","[{'In': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'pSS': 'I-Entity'}, {'and': 'O'}, {'anti-Ro52': 'O'}, {'antibodies,': 'O'}, {'a': 'O'}, {'clinical': 'O'}, {'screening': 'O'}, {'and': 'O'}, {'pulmonary': 'O'}, {'functional': 'O'}, {'tests': 'O'}, {'with': 'O'}, {'DLCO': 'O'}, {'is': 'O'}, {'necessary': 'O'}, {'during': 'O'}, {'the': 'O'}, {'follow-up': 'O'}, {'and': 'O'}, {'should': 'O'}, {'comprise': 'O'}, {'chest': 'O'}, {'HRCT': 'O'}, {'if': 'O'}, {'there': 'O'}, {'is': 'O'}, {'a': 'O'}, {'decline': 'O'}, {'in': 'O'}, {'the': 'O'}, {'DLCO': 'O'}, {'or': 'O'}, {'clinical': 'O'}, {'symptoms': 'O'}, {'or': 'O'}, {'inspiratory': 'O'}, {'crackles.63100,': 'O'}, {'Clermont-Ferrand,': 'O'}]"
"The positive rate of serum GPI in the patients with RA was 55.4%, contrasting to other autoimmune diseases (14.3%) and healthy controls (7.78%)(P<0.001).","[{'The': 'O'}, {'positive': 'O'}, {'rate': 'O'}, {'of': 'O'}, {'serum': 'O'}, {'GPI': 'O'}, {'in': 'O'}, {'the': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'RA': 'I-Entity'}, {'was': 'O'}, {'55.4%,': 'O'}, {'contrasting': 'O'}, {'to': 'O'}, {'other': 'O'}, {'autoimmune': 'B-Entity'}, {'diseases': 'I-Entity'}, {'(14.3%)': 'O'}, {'and': 'O'}, {'healthy': 'O'}, {'controls': 'O'}, {'(7.78%)(P<0.001).': 'O'}]"
"Moreover, 434 samples from controls (150 healthy blood donors, 150 chronic fatigue syndrome, and 134 diseased controls) and 252 samples (obtained at diagnosis) from patients with systemic rheumatic diseases were screened for antinuclear antibodies (1:80) on HEp-2 cells using NOVA View, and likelihood ratios were calculated for fluorescence intensity result intervals.","[{'Moreover,': 'O'}, {'434': 'O'}, {'samples': 'O'}, {'from': 'O'}, {'controls': 'O'}, {'(150': 'O'}, {'healthy': 'O'}, {'blood': 'O'}, {'donors,': 'O'}, {'150': 'O'}, {'chronic': 'B-Entity'}, {'fatigue': 'I-Entity'}, {'syndrome,': 'I-Entity'}, {'and': 'O'}, {'134': 'O'}, {'diseased': 'O'}, {'controls)': 'O'}, {'and': 'O'}, {'252': 'O'}, {'samples': 'O'}, {'(obtained': 'O'}, {'at': 'O'}, {'diagnosis)': 'O'}, {'from': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'systemic': 'B-Entity'}, {'rheumatic': 'I-Entity'}, {'diseases': 'I-Entity'}, {'were': 'O'}, {'screened': 'O'}, {'for': 'O'}, {'antinuclear': 'O'}, {'antibodies': 'O'}, {'(1:80)': 'O'}, {'on': 'O'}, {'HEp-2': 'O'}, {'cells': 'O'}, {'using': 'O'}, {'NOVA': 'O'}]"
"More importantly, NODscid mice exhibited normal LG ECM structures, indicating the lymphocytes seen in the LGs of NOD mice are responsible for the degradation of the LG ECM.","[{'More': 'O'}, {'importantly,': 'O'}, {'NODscid': 'O'}, {'mice': 'O'}, {'exhibited': 'O'}, {'normal': 'O'}, {'LG': 'O'}, {'ECM': 'O'}, {'structures,': 'O'}, {'indicating': 'O'}, {'the': 'O'}, {'lymphocytes': 'O'}, {'seen': 'O'}, {'in': 'O'}, {'the': 'O'}, {'LGs': 'O'}, {'of': 'O'}, {'NOD': 'O'}, {'mice': 'O'}, {'are': 'O'}, {'responsible': 'O'}, {'for': 'O'}, {'the': 'O'}, {'degradation': 'O'}, {'of': 'O'}, {'the': 'O'}, {'LG': 'O'}, {'ECM.': 'O'}]"
