sentances,predictions
"Type III IFN expression was examined in minor salivary gland tissues (MSG), peripheral blood mononuclear cells (PBMCs), sera and resting or Toll-like receptor (TLR)-stimulated salivary gland epithelial cells (SGEC) from SS patients and sicca-complaining controls.","[{'Type': 'O'}, {'III': 'O'}, {'IFN': 'O'}, {'expression': 'O'}, {'was': 'O'}, {'examined': 'O'}, {'in': 'O'}, {'minor': 'O'}, {'salivary': 'O'}, {'gland': 'O'}, {'tissues': 'O'}, {'(MSG),': 'O'}, {'peripheral': 'O'}, {'blood': 'O'}, {'mononuclear': 'O'}, {'cells': 'O'}, {'(PBMCs),': 'O'}, {'sera': 'O'}, {'and': 'O'}, {'resting': 'O'}, {'or': 'O'}, {'Toll-like': 'O'}, {'receptor': 'O'}, {'(TLR)-stimulated': 'O'}, {'salivary': 'O'}, {'gland': 'O'}, {'epithelial': 'O'}, {'cells': 'O'}, {'(SGEC)': 'O'}]"
IL-1≈í‚â§ and IL-6 levels in blood plasma and supernatant after ATP stimulation were measured by ELISA.,"[{'IL-1≈í‚â§': 'O'}, {'and': 'O'}, {'IL-6': 'O'}, {'levels': 'O'}, {'in': 'O'}, {'blood': 'O'}, {'plasma': 'O'}, {'and': 'O'}, {'supernatant': 'O'}, {'after': 'O'}, {'ATP': 'I-Entity'}, {'stimulation': 'O'}, {'were': 'O'}, {'measured': 'O'}, {'by': 'O'}, {'ELISA.': 'O'}]"
"Pathologic and microscopic studies, as well as a review of medications, allergies, and habits, may further highlight possible etiologies.","[{'Pathologic': 'O'}, {'and': 'O'}, {'microscopic': 'O'}, {'studies,': 'O'}, {'as': 'O'}, {'well': 'O'}, {'as': 'O'}, {'a': 'O'}, {'review': 'O'}, {'of': 'O'}, {'medications,': 'O'}, {'allergies,': 'I-Entity'}, {'and': 'O'}, {'habits,': 'O'}, {'may': 'O'}, {'further': 'O'}, {'highlight': 'O'}, {'possible': 'O'}, {'etiologies.': 'O'}]"
"Furthermore, HCQ-treated patients were stratified based on IFN activation and differences in disease activity and clinical parameters were studied.","[{'Furthermore,': 'O'}, {'HCQ-treated': 'I-Entity'}, {'patients': 'O'}, {'were': 'O'}, {'stratified': 'O'}, {'based': 'O'}, {'on': 'O'}, {'IFN': 'O'}, {'activation': 'O'}, {'and': 'O'}, {'differences': 'O'}, {'in': 'O'}, {'disease': 'O'}, {'activity': 'O'}, {'and': 'O'}, {'clinical': 'O'}, {'parameters': 'O'}, {'were': 'O'}, {'studied.': 'O'}]"
"Of these 4 cases, 2 had underlying autoimmunity.","[{'Of': 'O'}, {'these': 'O'}, {'4': 'O'}, {'cases,': 'O'}, {'2': 'O'}, {'had': 'O'}, {'underlying': 'O'}, {'autoimmunity.': 'I-Entity'}]"
She also revealed severe dry eye in both eyes.,"[{'She': 'O'}, {'also': 'O'}, {'revealed': 'O'}, {'severe': 'O'}, {'dry': 'B-Entity'}, {'eye': 'I-Entity'}, {'in': 'I-Entity'}, {'both': 'O'}, {'eyes.': 'I-Entity'}]"
A preliminary evaluation of the parotid secretion cellular composition in patients with Sjogren's Syndrome (SS) and a diagnostic accuracy assessment of salivary lymphocyte detection and immunophenotyping in Sjogren's Syndrome diagnosis and prognosis were performed.,"[{'A': 'O'}, {'preliminary': 'O'}, {'evaluation': 'O'}, {'of': 'O'}, {'the': 'O'}, {'parotid': 'O'}, {'secretion': 'O'}, {'cellular': 'O'}, {'composition': 'O'}, {'in': 'O'}, {'patients': 'O'}, {'with': 'O'}, {""Sjogren's"": 'B-Entity'}, {'Syndrome': 'I-Entity'}, {'(SS)': 'O'}, {'and': 'O'}, {'a': 'O'}, {'diagnostic': 'O'}, {'accuracy': 'O'}, {'assessment': 'O'}, {'of': 'O'}, {'salivary': 'O'}, {'lymphocyte': 'O'}, {'detection': 'O'}, {'and': 'O'}, {'immunophenotyping': 'O'}, {'in': 'O'}, {""Sjogren's"": 'B-Entity'}, {'Syndrome': 'I-Entity'}, {'diagnosis': 'O'}, {'and': 'O'}, {'prognosis': 'O'}]"
Pulmonary function tests were normal in four cases.,"[{'Pulmonary': 'O'}, {'function': 'O'}, {'tests': 'O'}, {'were': 'O'}, {'normal': 'O'}, {'in': 'O'}, {'four': 'O'}, {'cases.': 'O'}]"
To examine the role of CD40-CD154 costimulation and effects of therapeutic pathway blockade in the non-obese diabetic (NOD/ShiLtJ) model of Sjogrens syndrome (SS).,"[{'To': 'O'}, {'examine': 'O'}, {'the': 'O'}, {'role': 'O'}, {'of': 'O'}, {'CD40-CD154': 'O'}, {'costimulation': 'O'}, {'and': 'O'}, {'effects': 'O'}, {'of': 'O'}, {'therapeutic': 'O'}, {'pathway': 'O'}, {'blockade': 'O'}, {'in': 'O'}, {'the': 'O'}, {'non-obese': 'O'}, {'diabetic': 'I-Entity'}, {'(NOD/ShiLtJ)': 'O'}, {'model': 'O'}, {'of': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'(SS).': 'O'}]"
"The recent finding that IL-7 and IL-7R≈í¬±+ T cells were both found to be increased in exocrine glands of pSS patients indicates that IL-7 could contribute to glandular inflammation by activation of IL-7R≈í¬±+ responder T cells despite the increased numbers of Tregs.Utrecht, P.O.","[{'The': 'O'}, {'recent': 'O'}, {'finding': 'O'}, {'that': 'O'}, {'IL-7': 'O'}, {'and': 'O'}, {'IL-7R≈í¬±+': 'O'}, {'T': 'O'}, {'cells': 'O'}, {'were': 'O'}, {'both': 'O'}, {'found': 'O'}, {'to': 'O'}, {'be': 'O'}, {'increased': 'O'}, {'in': 'O'}, {'exocrine': 'O'}, {'glands': 'O'}, {'of': 'O'}, {'pSS': 'I-Entity'}, {'patients': 'O'}, {'indicates': 'O'}, {'that': 'O'}, {'IL-7': 'O'}, {'could': 'O'}, {'contribute': 'O'}, {'to': 'O'}, {'glandular': 'O'}, {'inflammation': 'I-Entity'}, {'by': 'O'}, {'activation': 'O'}, {'of': 'O'}, {'IL-7R≈í¬±+': 'O'}]"
The aim of this study was to assess the incidence of PMs in pSS and to determine the factors predisposing to the occurrence of this complication.,"[{'The': 'O'}, {'aim': 'O'}, {'of': 'O'}, {'this': 'O'}, {'study': 'O'}, {'was': 'O'}, {'to': 'O'}, {'assess': 'O'}, {'the': 'O'}, {'incidence': 'O'}, {'of': 'O'}, {'PMs': 'O'}, {'in': 'O'}, {'pSS': 'O'}, {'and': 'O'}, {'to': 'O'}, {'determine': 'O'}, {'the': 'O'}, {'factors': 'O'}, {'predisposing': 'O'}, {'to': 'O'}, {'the': 'O'}, {'occurrence': 'O'}, {'of': 'O'}, {'this': 'O'}, {'complication.': 'O'}]"
"An evidence-based screening algorithm for determining which patients with dry eye should be tested for underlying SS may be particularly helpful in preventing delays in diagnosis.in Health, Brown University School of Public Health, Providence, RI.Syndrome Foundation, Bethesda, MD.","[{'An': 'O'}, {'evidence-based': 'O'}, {'screening': 'O'}, {'algorithm': 'O'}, {'for': 'O'}, {'determining': 'O'}, {'which': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'dry': 'B-Entity'}, {'eye': 'I-Entity'}, {'should': 'O'}, {'be': 'O'}, {'tested': 'O'}, {'for': 'O'}, {'underlying': 'O'}, {'SS': 'I-Entity'}, {'may': 'O'}, {'be': 'O'}, {'particularly': 'O'}, {'helpful': 'O'}, {'in': 'O'}, {'preventing': 'O'}, {'delays': 'O'}, {'in': 'O'}, {'diagnosis.in': 'O'}, {'Health,': 'O'}, {'Brown': 'O'}, {'University': 'O'}, {'School': 'O'}, {'of': 'O'}, {'Public': 'O'}, {'Health,': 'O'}, {'Providence,': 'O'}, {'RI.Syndrome': 'O'}, {'Foundation,': 'O'}, {'Bethesda,': 'O'}, {'MD.': 'O'}]"
"Ten patients demonstrated both clinical and radiologic evidence of near, if not complete, abolishment of disease activity, in conjunction with impressive reconstitution of neurologic function in the 6-month period following HDMTX-LR.","[{'Ten': 'O'}, {'patients': 'O'}, {'demonstrated': 'O'}, {'both': 'O'}, {'clinical': 'O'}, {'and': 'O'}, {'radiologic': 'O'}, {'evidence': 'O'}, {'of': 'O'}, {'near,': 'O'}, {'if': 'O'}, {'not': 'O'}, {'complete,': 'O'}, {'abolishment': 'O'}, {'of': 'O'}, {'disease': 'O'}, {'activity,': 'O'}, {'in': 'O'}, {'conjunction': 'O'}, {'with': 'O'}, {'impressive': 'O'}, {'reconstitution': 'O'}, {'of': 'O'}, {'neurologic': 'O'}, {'function': 'O'}, {'in': 'O'}, {'the': 'O'}, {'6-month': 'O'}, {'period': 'O'}, {'following': 'O'}, {'HDMTX-LR.': 'I-Entity'}]"
The occurrence of spontaneous bacterial peritonitis was significantly different in PBC-SS patients than in PBC-only patients (P‚Äö√Ñ√§=‚Äö√Ñ√§0.002).,"[{'The': 'O'}, {'occurrence': 'O'}, {'of': 'O'}, {'spontaneous': 'O'}, {'bacterial': 'O'}, {'peritonitis': 'I-Entity'}, {'was': 'O'}, {'significantly': 'O'}, {'different': 'O'}, {'in': 'O'}, {'PBC-SS': 'I-Entity'}, {'patients': 'O'}, {'than': 'O'}, {'in': 'O'}, {'PBC-only': 'I-Entity'}, {'patients': 'O'}, {'(P‚Äö√Ñ√§=‚Äö√Ñ√§0.002).': 'O'}]"
There were abnormal aspects on the sylvian artery and hyperintense lesions of periventricular predominance.,"[{'There': 'O'}, {'were': 'O'}, {'abnormal': 'O'}, {'aspects': 'O'}, {'on': 'O'}, {'the': 'O'}, {'sylvian': 'O'}, {'artery': 'O'}, {'and': 'O'}, {'hyperintense': 'O'}, {'lesions': 'O'}, {'of': 'O'}, {'periventricular': 'O'}, {'predominance.': 'O'}]"
"The goal of this study was to use quantitative proteomics to investigate changes in tear proteins in a rabbit model of SS-associated dry eye, induced autoimmune dacryoadenitis (IAD).","[{'The': 'O'}, {'goal': 'O'}, {'of': 'O'}, {'this': 'O'}, {'study': 'O'}, {'was': 'O'}, {'to': 'O'}, {'use': 'O'}, {'quantitative': 'O'}, {'proteomics': 'O'}, {'to': 'O'}, {'investigate': 'O'}, {'changes': 'O'}, {'in': 'O'}, {'tear': 'O'}, {'proteins': 'O'}, {'in': 'O'}, {'a': 'O'}, {'rabbit': 'O'}, {'model': 'O'}, {'of': 'O'}, {'SS-associated': 'I-Entity'}, {'dry': 'B-Entity'}, {'eye,': 'I-Entity'}, {'induced': 'O'}, {'autoimmune': 'B-Entity'}, {'dacryoadenitis': 'I-Entity'}, {'(IAD).': 'O'}]"
"Pulmonary manifestations (PMs) in primary Sjogrens syndrome (pSS) are among the most frequent extraglandular complications, with reported prevalence varying widely (9-75%), depending on the methods of detection.","[{'Pulmonary': 'O'}, {'manifestations': 'O'}, {'(PMs)': 'O'}, {'in': 'O'}, {'primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'(pSS)': 'O'}, {'are': 'O'}, {'among': 'O'}, {'the': 'O'}, {'most': 'O'}, {'frequent': 'O'}, {'extraglandular': 'O'}, {'complications,': 'O'}, {'with': 'O'}, {'reported': 'O'}, {'prevalence': 'O'}, {'varying': 'O'}, {'widely': 'O'}, {'(9-75%),': 'O'}, {'depending': 'O'}, {'on': 'O'}, {'the': 'O'}, {'methods': 'O'}, {'of': 'O'}, {'detection.': 'O'}]"
There is an increased risk of fetal loss in pregnant patients with pSS.,"[{'There': 'O'}, {'is': 'O'}, {'an': 'O'}, {'increased': 'O'}, {'risk': 'O'}, {'of': 'O'}, {'fetal': 'B-Entity'}, {'loss': 'I-Entity'}, {'in': 'O'}, {'pregnant': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'pSS.': 'I-Entity'}]"
There are no clinical trials evaluating the efficacy of systemic immune suppressive therapy for peripheral or central nervous system involvement.,"[{'There': 'O'}, {'are': 'O'}, {'no': 'O'}, {'clinical': 'O'}, {'trials': 'O'}, {'evaluating': 'O'}, {'the': 'O'}, {'efficacy': 'O'}, {'of': 'O'}, {'systemic': 'O'}, {'immune': 'O'}, {'suppressive': 'O'}, {'therapy': 'O'}, {'for': 'O'}, {'peripheral': 'O'}, {'or': 'O'}, {'central': 'O'}, {'nervous': 'I-Entity'}, {'system': 'I-Entity'}, {'involvement.': 'O'}]"
"A decrease in the extended, fucosylated core 2 disialylated structure on MUC7, residual mucosal wetness, and whole mouth saliva flow rate appeared to have a negative and cumulative effect on the perception of oral dryness.","[{'A': 'O'}, {'decrease': 'O'}, {'in': 'O'}, {'the': 'O'}, {'extended,': 'O'}, {'fucosylated': 'I-Entity'}, {'core': 'O'}, {'2': 'O'}, {'disialylated': 'O'}, {'structure': 'O'}, {'on': 'O'}, {'MUC7,': 'O'}, {'residual': 'O'}, {'mucosal': 'O'}, {'wetness,': 'O'}, {'and': 'O'}, {'whole': 'O'}, {'mouth': 'O'}, {'saliva': 'O'}, {'flow': 'O'}, {'rate': 'O'}, {'appeared': 'O'}, {'to': 'O'}, {'have': 'O'}, {'a': 'O'}, {'negative': 'O'}, {'and': 'O'}, {'cumulative': 'O'}, {'effect': 'O'}, {'on': 'O'}, {'the': 'O'}, {'perception': 'O'}, {'of': 'O'}, {'oral': 'B-Entity'}, {'dryness.': 'I-Entity'}]"
"BLAST analysis identified several mimicry peptides, originating from human oral, intestinal, skin and vaginal bacteria, as well as environmental bacteria.","[{'BLAST': 'O'}, {'analysis': 'O'}, {'identified': 'O'}, {'several': 'O'}, {'mimicry': 'O'}, {'peptides,': 'O'}, {'originating': 'O'}, {'from': 'O'}, {'human': 'O'}, {'oral,': 'O'}, {'intestinal,': 'O'}, {'skin': 'O'}, {'and': 'I-Entity'}, {'vaginal': 'O'}, {'bacteria,': 'I-Entity'}, {'as': 'O'}, {'well': 'O'}, {'as': 'O'}, {'environmental': 'O'}, {'bacteria.': 'O'}]"
"Patients with SS treated with HCQ had a significantly lower cumulative incidence of new-onset DM than those not treated with HCQ (adjusted hazard ratio: 0.51, 95% confidence interval: 0.28-0.96, P < 0.05).","[{'Patients': 'O'}, {'with': 'O'}, {'SS': 'I-Entity'}, {'treated': 'O'}, {'with': 'O'}, {'HCQ': 'I-Entity'}, {'had': 'O'}, {'a': 'O'}, {'significantly': 'O'}, {'lower': 'O'}, {'cumulative': 'O'}, {'incidence': 'O'}, {'of': 'O'}, {'new-onset': 'O'}, {'DM': 'I-Entity'}, {'than': 'O'}, {'those': 'O'}, {'not': 'O'}, {'treated': 'O'}, {'with': 'O'}, {'HCQ': 'I-Entity'}, {'(adjusted': 'O'}, {'hazard': 'O'}, {'ratio:': 'O'}, {'0.51,': 'O'}, {'95%': 'O'}, {'confidence': 'O'}, {'interval:': 'O'}, {'0.28-0.96,': 'O'}, {'P': 'O'}, {'<': 'O'}, {'0.05).': 'O'}]"
Rituximab infusions without corticosteroid therapy produced meaningful improvements in HRQoL.,"[{'Rituximab': 'I-Entity'}, {'infusions': 'O'}, {'without': 'O'}, {'corticosteroid': 'O'}, {'therapy': 'O'}, {'produced': 'O'}, {'meaningful': 'O'}, {'improvements': 'O'}, {'in': 'O'}, {'HRQoL.': 'O'}]"
Lung auscultation showed decreased breath sounds with bibasilar inspiratory crackles.,"[{'Lung': 'O'}, {'auscultation': 'O'}, {'showed': 'O'}, {'decreased': 'B-Entity'}, {'breath': 'I-Entity'}, {'sounds': 'I-Entity'}, {'with': 'O'}, {'bibasilar': 'O'}, {'inspiratory': 'O'}, {'crackles.': 'I-Entity'}]"
Genetic ablation of P2Y(2) Rs in IL-14≈í¬±TG mice significantly reduced B and T lymphocyte infiltration of SMGs.,"[{'Genetic': 'O'}, {'ablation': 'O'}, {'of': 'O'}, {'P2Y(2)': 'O'}, {'Rs': 'O'}, {'in': 'O'}, {'IL-14≈í¬±TG': 'O'}, {'mice': 'O'}, {'significantly': 'O'}, {'reduced': 'O'}, {'B': 'O'}, {'and': 'O'}, {'T': 'O'}, {'lymphocyte': 'O'}, {'infiltration': 'O'}, {'of': 'O'}, {'SMGs.': 'O'}]"
"Our study showed a better efficacy of CLHA compared with HA in maintaining the stability of the tear film in a patient suffering from SSDE.University of Perugia , S. Maria della Misericordia Hospital, Perugia, Italy .University of Perugia , S. Maria della Misericordia Hospital, Perugia, Italy .University of Perugia , S. Maria della Misericordia Hospital, Perugia, Italy .University of Perugia , S. Maria della Misericordia Hospital, Perugia, Italy .University of Perugia , S. Maria della Misericordia Hospital, Perugia, Italy ., Messina, Italy .University of Perugia , S. Maria della Misericordia Hospital, Perugia, Italy .Association for Ocular Pharmacology and TherapeuticsMay 30.","[{'Our': 'O'}, {'study': 'O'}, {'showed': 'O'}, {'a': 'O'}, {'better': 'O'}, {'efficacy': 'O'}, {'of': 'O'}, {'CLHA': 'I-Entity'}, {'compared': 'O'}, {'with': 'O'}, {'HA': 'I-Entity'}, {'in': 'O'}, {'maintaining': 'O'}, {'the': 'O'}, {'stability': 'O'}, {'of': 'O'}, {'the': 'O'}, {'tear': 'O'}, {'film': 'O'}, {'in': 'O'}, {'a': 'O'}, {'patient': 'O'}, {'suffering': 'O'}, {'from': 'O'}, {'SSDE.University': 'I-Entity'}, {'of': 'O'}, {'Perugia': 'O'}, {',': 'O'}, {'S.': 'O'}, {'Maria': 'O'}, {'della': 'O'}, {'Misericordia': 'O'}, {'Hospital,': 'O'}, {'Perugia,': 'O'}, {'Italy': 'O'}, {'.University': 'O'}, {'of': 'O'}, {'Perugia': 'O'}, {',': 'O'}, {'S.': 'O'}, {'Maria': 'O'}, {'della': 'O'}, {'Misericordia': 'O'}]"
mauricio.arcos-burgos@anu.edu.au.peg-interferon-alpha treatment for chronic hepatitis C.,"[{'mauricio.arcos-burgos@anu.edu.au.peg-interferon-alpha': 'O'}, {'treatment': 'O'}, {'for': 'O'}, {'chronic': 'B-Entity'}, {'hepatitis': 'I-Entity'}, {'C.': 'I-Entity'}]"
The glandular and extraglandular dysfunction of SS is associated with lymphocytic infiltrates that invade the epithelial structures of affected organs.,"[{'The': 'O'}, {'glandular': 'B-Entity'}, {'and': 'I-Entity'}, {'extraglandular': 'I-Entity'}, {'dysfunction': 'I-Entity'}, {'of': 'O'}, {'SS': 'I-Entity'}, {'is': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'lymphocytic': 'O'}, {'infiltrates': 'O'}, {'that': 'O'}, {'invade': 'O'}, {'the': 'O'}, {'epithelial': 'O'}, {'structures': 'O'}, {'of': 'O'}, {'affected': 'O'}, {'organs.': 'O'}]"
"Symptoms were described as highly unpredictable and variable, with fatigue rated as the most severe and burdensome.","[{'Symptoms': 'O'}, {'were': 'O'}, {'described': 'O'}, {'as': 'O'}, {'highly': 'O'}, {'unpredictable': 'O'}, {'and': 'O'}, {'variable,': 'O'}, {'with': 'O'}, {'fatigue': 'I-Entity'}, {'rated': 'O'}, {'as': 'O'}, {'the': 'O'}, {'most': 'O'}, {'severe': 'O'}, {'and': 'O'}, {'burdensome.': 'O'}]"
"The orbital biopsy revealed ductular destruction, periductular plasma cells, and fibrosis, mimicking Sjogren's syndrome and Castleman's disease.","[{'The': 'O'}, {'orbital': 'O'}, {'biopsy': 'O'}, {'revealed': 'O'}, {'ductular': 'B-Entity'}, {'destruction,': 'I-Entity'}, {'periductular': 'O'}, {'plasma': 'O'}, {'cells,': 'O'}, {'and': 'O'}, {'fibrosis,': 'I-Entity'}, {'mimicking': 'O'}, {""Sjogren's"": 'B-Entity'}, {'syndrome': 'I-Entity'}, {'and': 'O'}, {""Castleman's"": 'B-Entity'}, {'disease.': 'I-Entity'}]"
Primary Sjogrens syndrome (pSS) is an autoimmune disease affecting the exocrine glands and internal organs including the central nervous system (CNS).,"[{'Primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'(pSS)': 'O'}, {'is': 'O'}, {'an': 'O'}, {'autoimmune': 'B-Entity'}, {'disease': 'I-Entity'}, {'affecting': 'O'}, {'the': 'O'}, {'exocrine': 'O'}, {'glands': 'O'}, {'and': 'O'}, {'internal': 'O'}, {'organs': 'O'}, {'including': 'O'}, {'the': 'O'}, {'central': 'O'}, {'nervous': 'O'}, {'system': 'O'}, {'(CNS).': 'O'}]"
"Studying additional antigens, the platelet-selectin and vasoactive intestinal peptides, in patients with pSS can help to elucidate the origin and process of autoimmunity, or even lead to potential biomarkers.","[{'Studying': 'O'}, {'additional': 'O'}, {'antigens,': 'O'}, {'the': 'O'}, {'platelet-selectin': 'O'}, {'and': 'O'}, {'vasoactive': 'O'}, {'intestinal': 'O'}, {'peptides,': 'O'}, {'in': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'pSS': 'I-Entity'}, {'can': 'O'}, {'help': 'O'}, {'to': 'O'}, {'elucidate': 'O'}, {'the': 'O'}, {'origin': 'O'}, {'and': 'O'}, {'process': 'O'}, {'of': 'O'}, {'autoimmunity,': 'I-Entity'}, {'or': 'O'}, {'even': 'O'}, {'lead': 'O'}, {'to': 'O'}, {'potential': 'O'}, {'biomarkers.': 'O'}]"
Mean Expanded Disability Status Score (EDSS) before rituximab was 4 (3-5.5).,"[{'Mean': 'O'}, {'Expanded': 'O'}, {'Disability': 'O'}, {'Status': 'O'}, {'Score': 'O'}, {'(EDSS)': 'O'}, {'before': 'O'}, {'rituximab': 'I-Entity'}, {'was': 'O'}, {'4': 'O'}, {'(3-5.5).': 'O'}]"
"On the other hand, SjS is characterized by the complication of various lung manifestations, including lung cysts.","[{'On': 'O'}, {'the': 'O'}, {'other': 'O'}, {'hand,': 'O'}, {'SjS': 'I-Entity'}, {'is': 'O'}, {'characterized': 'O'}, {'by': 'O'}, {'the': 'O'}, {'complication': 'O'}, {'of': 'O'}, {'various': 'O'}, {'lung': 'O'}, {'manifestations,': 'O'}, {'including': 'O'}, {'lung': 'B-Entity'}, {'cysts.': 'I-Entity'}]"
"The aim of this study was to report a case of sterile corneal ulcer leading to perforation, which was treated effectively with autologous serum eye drops, topical regenerative agent (poly-carboxymethylglucose sulfate), steroids, and systemic immunosuppression in a patient with undiagnosed primary Sjogrens syndrome.","[{'The': 'O'}, {'aim': 'O'}, {'of': 'O'}, {'this': 'O'}, {'study': 'O'}, {'was': 'O'}, {'to': 'O'}, {'report': 'O'}, {'a': 'O'}, {'case': 'O'}, {'of': 'O'}, {'sterile': 'O'}, {'corneal': 'B-Entity'}, {'ulcer': 'I-Entity'}, {'leading': 'O'}, {'to': 'O'}, {'perforation,': 'I-Entity'}, {'which': 'O'}, {'was': 'O'}, {'treated': 'O'}, {'effectively': 'O'}, {'with': 'O'}, {'autologous': 'O'}, {'serum': 'O'}, {'eye': 'O'}, {'drops,': 'O'}, {'topical': 'O'}, {'regenerative': 'O'}, {'agent': 'O'}, {'(poly-carboxymethylglucose': 'O'}, {'sulfate),': 'I-Entity'}, {'steroids,': 'I-Entity'}]"
Salivary duct obstructions due to sialolithiasis or stenosis can cause salivary gland enlargement.,"[{'Salivary': 'B-Entity'}, {'duct': 'I-Entity'}, {'obstructions': 'I-Entity'}, {'due': 'O'}, {'to': 'O'}, {'sialolithiasis': 'I-Entity'}, {'or': 'O'}, {'stenosis': 'I-Entity'}, {'can': 'O'}, {'cause': 'O'}, {'salivary': 'B-Entity'}, {'gland': 'I-Entity'}, {'enlargement.': 'I-Entity'}]"
The systemic form of the disease is characterized by immune complex mediated manifestations and is complicated by lymphoma as a result of a polyclonal B cell hyperactivity that is evolving into B cell malignancy.,"[{'The': 'O'}, {'systemic': 'O'}, {'form': 'O'}, {'of': 'O'}, {'the': 'O'}, {'disease': 'O'}, {'is': 'O'}, {'characterized': 'O'}, {'by': 'O'}, {'immune': 'O'}, {'complex': 'O'}, {'mediated': 'O'}, {'manifestations': 'O'}, {'and': 'O'}, {'is': 'O'}, {'complicated': 'O'}, {'by': 'O'}, {'lymphoma': 'I-Entity'}, {'as': 'O'}, {'a': 'O'}, {'result': 'O'}, {'of': 'O'}, {'a': 'O'}, {'polyclonal': 'O'}, {'B': 'O'}, {'cell': 'O'}, {'hyperactivity': 'I-Entity'}, {'that': 'O'}, {'is': 'O'}, {'evolving': 'O'}, {'into': 'O'}, {'B': 'B-Entity'}, {'cell': 'I-Entity'}, {'malignancy.': 'I-Entity'}]"
"Mixed cryoglobulinaemic syndrome is diagnosed when a patient has typical organ involvement (mainly skin, kidney, or peripheral nerve) and circulating cryoglobulins.","[{'Mixed': 'B-Entity'}, {'cryoglobulinaemic': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'is': 'O'}, {'diagnosed': 'O'}, {'when': 'O'}, {'a': 'O'}, {'patient': 'O'}, {'has': 'O'}, {'typical': 'O'}, {'organ': 'O'}, {'involvement': 'O'}, {'(mainly': 'O'}, {'skin,': 'O'}, {'kidney,': 'O'}, {'or': 'O'}, {'peripheral': 'O'}, {'nerve)': 'O'}, {'and': 'O'}, {'circulating': 'O'}, {'cryoglobulins.': 'O'}]"
Sjogrens syndrome is an autoimmune disease characterised by exocrinopathy mainly involving the salivary and lacrimal glands.,"[{'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'is': 'O'}, {'an': 'O'}, {'autoimmune': 'B-Entity'}, {'disease': 'I-Entity'}, {'characterised': 'O'}, {'by': 'O'}, {'exocrinopathy': 'I-Entity'}, {'mainly': 'O'}, {'involving': 'O'}, {'the': 'O'}, {'salivary': 'O'}, {'and': 'I-Entity'}, {'lacrimal': 'I-Entity'}, {'glands.': 'O'}]"
"The patient was treated with half-dose glucocorticoid (prednisone, 25 mg oral qd maintained up to 12 months).","[{'The': 'O'}, {'patient': 'O'}, {'was': 'O'}, {'treated': 'O'}, {'with': 'O'}, {'half-dose': 'O'}, {'glucocorticoid': 'O'}, {'(prednisone,': 'O'}, {'25': 'O'}, {'mg': 'O'}, {'oral': 'O'}, {'qd': 'O'}, {'maintained': 'O'}, {'up': 'O'}, {'to': 'O'}, {'12': 'O'}, {'months).': 'O'}]"
"Recognition of the defining features of each condition will lead to reduced time to diagnosis and improved patient management for these poorly understood conditions.Buffalo, NY, USA.USA.Buffalo, NY, USA; Oral Biology, State University of New York at Buffalo, Buffalo, NY, USA.","[{'Recognition': 'O'}, {'of': 'O'}, {'the': 'O'}, {'defining': 'O'}, {'features': 'O'}, {'of': 'O'}, {'each': 'O'}, {'condition': 'O'}, {'will': 'O'}, {'lead': 'O'}, {'to': 'O'}, {'reduced': 'O'}, {'time': 'O'}, {'to': 'O'}, {'diagnosis': 'O'}, {'and': 'O'}, {'improved': 'O'}, {'patient': 'O'}, {'management': 'O'}, {'for': 'O'}, {'these': 'O'}, {'poorly': 'O'}, {'understood': 'O'}, {'conditions.Buffalo,': 'O'}, {'NY,': 'O'}, {'USA.USA.Buffalo,': 'O'}, {'NY,': 'O'}, {'USA;': 'O'}, {'Oral': 'O'}, {'Biology,': 'O'}, {'State': 'O'}, {'University': 'O'}, {'of': 'O'}, {'New': 'O'}, {'York': 'O'}, {'at': 'O'}, {'Buffalo,': 'O'}, {'Buffalo,': 'O'}, {'NY,': 'O'}, {'USA.': 'O'}]"
One common complication of minor salivary gland biopsy is lip paraesthesia from iatrogenic sensory nerve injury.,"[{'One': 'O'}, {'common': 'O'}, {'complication': 'O'}, {'of': 'O'}, {'minor': 'O'}, {'salivary': 'O'}, {'gland': 'O'}, {'biopsy': 'O'}, {'is': 'O'}, {'lip': 'O'}, {'paraesthesia': 'I-Entity'}, {'from': 'O'}, {'iatrogenic': 'O'}, {'sensory': 'B-Entity'}, {'nerve': 'I-Entity'}, {'injury.': 'I-Entity'}]"
